EventId,EventTemplate,Content,ParameterList
E140,"ARPT: <*>.<*>: wl0: MDNS: <*> SRV Recs, <*> TXT Recs","ARPT: 620896.311264: wl0: MDNS: 0 SRV Recs, 0 TXT Recs","['620896.311264', '0', '0']"
E120,AppleCamIn::systemWakeCall - messageType = <*>,AppleCamIn::systemWakeCall - messageType = 0xE0000340,['0xE0000340']
E311,"setting hostname to ""<*>""","setting hostname to ""authorMacBook-Pro.local""",['authorMacBook-Pro.local']
E189,"com.apple.<*>: scheduler_evaluate_activity told me to run this job; however, but the start time isn't for <*> seconds.  Ignoring.","com.apple.icloud.fmfd.heartbeat: scheduler_evaluate_activity told me to run this job; however, but the start time isn't for 439034 seconds.  Ignoring.","['icloud.fmfd.heartbeat', '439034']"
E175,CCIOReporterFormatter::addRegistryChildToChannelDictionary streams <*>,CCIOReporterFormatter::addRegistryChildToChannelDictionary streams 7,['7']
E13,[<*>:<*>:<*>.<*>] <<<< CRABS >>>> crabsFlumeHostAvailable: [<*>] Byte flume reports host available again.,[09:21:58.929] <<<< CRABS >>>> crabsFlumeHostAvailable: [0x7f961cf08cf0] Byte flume reports host available again.,"['09', '21:58.929', '0x7f961cf08cf0']"
E189,"com.apple.<*>: scheduler_evaluate_activity told me to run this job; however, but the start time isn't for <*> seconds.  Ignoring.","com.apple.Safari.SafeBrowsing.Update: scheduler_evaluate_activity told me to run this job; however, but the start time isn't for 2450 seconds.  Ignoring.","['Safari.SafeBrowsing.Update', '2450']"
E58,<*>::setAwdlAutoMode Resuming AWDL,IO80211AWDLPeerManager::setAwdlAutoMode Resuming AWDL,['IO80211AWDLPeerManager']
E109,AirPort: Link Down on awdl0. Reason <*> (Unspecified).,AirPort: Link Down on awdl0. Reason 1 (Unspecified).,['1']
E252,IOThunderboltSwitch<<*>>(<*>)::listenerCallback - Thunderbolt HPD packet for route = <*> port = <*> unplug = <*>,IOThunderboltSwitch<0>(0x0)::listenerCallback - Thunderbolt HPD packet for route = 0x0 port = 11 unplug = 0,"['<0>', '0x0', '0x0', '11', '0']"
E288,"PM response took <*> ms (<*>, powerd)","PM response took 2010 ms (54, powerd)","['2010', '54']"
E189,"com.apple.<*>: scheduler_evaluate_activity told me to run this job; however, but the start time isn't for <*> seconds.  Ignoring.","com.apple.icloud.fmfd.heartbeat: scheduler_evaluate_activity told me to run this job; however, but the start time isn't for 438666 seconds.  Ignoring.","['icloud.fmfd.heartbeat', '438666']"
E143,"ARPT: <*>.<*>: wl0: Roamed or switched channel, reason #<*>, bssid <*>:<*>:<*><*>:<*>, last RSSI <*>","ARPT: 621131.293163: wl0: Roamed or switched channel, reason #8, bssid 5c:50:15:4c:18:13, last RSSI -64","['621131.293163', '8', '5c', '50', '15:4c:18:13', '-64']"
E135,"ARPT: <*>.<*>: IOPMPowerSource Information: onSleep,  SleepType: Normal Sleep,  'ExternalConnected': Yes, 'TimeRemaining': <*>,","ARPT: 621145.554555: IOPMPowerSource Information: onSleep,  SleepType: Normal Sleep,  'ExternalConnected': Yes, 'TimeRemaining': 0,","['621145.554555', '0']"
E149,"ARPT: <*>.<*>: wl0: wl_update_tcpkeep_seq: Original Seq: <*>, Ack: <*>, Win size: <*>","ARPT: 621146.080894: wl0: wl_update_tcpkeep_seq: Original Seq: 3014995849, Ack: 2590995288, Win size: 4096","['621146.080894', '3014995849', '2590995288', '4096']"
E276,nw_<*>_post_new_ifstate successfully changed NAT64 ifstate from <*> to <*>,nw_nat64_post_new_ifstate successfully changed NAT64 ifstate from 0x4 to 0x8000000000000000,"['nat64', '0x4', '0x8000000000000000']"
E189,"com.apple.<*>: scheduler_evaluate_activity told me to run this job; however, but the start time isn't for <*> seconds.  Ignoring.","com.apple.Safari.SafeBrowsing.Update: scheduler_evaluate_activity told me to run this job; however, but the start time isn't for 2165 seconds.  Ignoring.","['Safari.SafeBrowsing.Update', '2165']"
E189,"com.apple.<*>: scheduler_evaluate_activity told me to run this job; however, but the start time isn't for <*> seconds.  Ignoring.","com.apple.EscrowSecurityAlert.daily: scheduler_evaluate_activity told me to run this job; however, but the start time isn't for 13090 seconds.  Ignoring.","['EscrowSecurityAlert.daily', '13090']"
E61,"<*>::setAwdlSuspendedMode() Suspending AWDL, enterQuietMode(true)","IO80211AWDLPeerManager::setAwdlSuspendedMode() Suspending AWDL, enterQuietMode(true)",['IO80211AWDLPeerManager']
E272,"network_reachability_changed : network is not reachable, netbiosd is shutting down","network_reachability_changed : network is not reachable, netbiosd is shutting down",[]
E173,CCFile::captureLogRun() Exiting CCFile::captureLogRun,CCFile::captureLogRun() Exiting CCFile::captureLogRun,[]
E323,Thermal pressure state: <*> Memory pressure state: <*>,Thermal pressure state: 1 Memory pressure state: 0,"['1', '0']"
E189,"com.apple.<*>: scheduler_evaluate_activity told me to run this job; however, but the start time isn't for <*> seconds.  Ignoring.","com.apple.Safari.SafeBrowsing.Update: scheduler_evaluate_activity told me to run this job; however, but the start time isn't for 2039 seconds.  Ignoring.","['Safari.SafeBrowsing.Update', '2039']"
E52,<*>(<*>) deny network-outbound /private/var/run/mDNSResponder,com.apple.Addres(31211) deny network-outbound /private/var/run/mDNSResponder,['com.apple.Addres(31211']
E58,<*>::setAwdlAutoMode Resuming AWDL,IO80211AWDLPeerManager::setAwdlAutoMode Resuming AWDL,['IO80211AWDLPeerManager']
E142,ARPT: <*>.<*>: wl0: MDNS: IPV6 Addr: <*>,ARPT: 621241.634070: wl0: MDNS: IPV6 Addr: 2607:f140:6000:8:c6b3:1ff:fecd:467f,"['621241.634070', '2607:f140:6000:8:c6b3:1ff:fecd:467f']"
E112,AirPort: Link Up on en0,AirPort: Link Up on en0,[]
E189,"com.apple.<*>: scheduler_evaluate_activity told me to run this job; however, but the start time isn't for <*> seconds.  Ignoring.","com.apple.icloud.fmfd.heartbeat: scheduler_evaluate_activity told me to run this job; however, but the start time isn't for 438274 seconds.  Ignoring.","['icloud.fmfd.heartbeat', '438274']"
E189,"com.apple.<*>: scheduler_evaluate_activity told me to run this job; however, but the start time isn't for <*> seconds.  Ignoring.","com.apple.Safari.SafeBrowsing.Update: scheduler_evaluate_activity told me to run this job; however, but the start time isn't for 1849 seconds.  Ignoring.","['Safari.SafeBrowsing.Update', '1849']"
E300,Sandbox: <*>(<*>) deny(<*>) network-outbound /private/var/run/mDNSResponder,Sandbox: com.apple.Addres(31229) deny(1) network-outbound /private/var/run/mDNSResponder,"['com.apple.Addres(31229', '1']"
E260,mDNS_DeregisterInterface: Frequent transitions for interface awdl0 (<*>),mDNS_DeregisterInterface: Frequent transitions for interface awdl0 (FE80:0000:0000:0000:D8A5:90FF:FEF5:7FFF),['FE80:0000:0000:0000:D8A5:90FF:FEF5:7FFF']
E125,ARPT: <*>.<*>: AirPort_<*>::platformWoWEnable: WWEN[enable],ARPT: 621342.242614: AirPort_Brcm43xx::platformWoWEnable: WWEN[enable],"['621342.242614', 'Brcm43xx']"
E111,AirPort: Link Up on awdl0,AirPort: Link Up on awdl0,[]
E120,AppleCamIn::systemWakeCall - messageType = <*>,AppleCamIn::systemWakeCall - messageType = 0xE0000340,['0xE0000340']
E142,ARPT: <*>.<*>: wl0: MDNS: IPV6 Addr: <*>,ARPT: 621389.379319: wl0: MDNS: IPV6 Addr: 2607:f140:6000:8:c6b3:1ff:fecd:467f,"['621389.379319', '2607:f140:6000:8:c6b3:1ff:fecd:467f']"
E122,AppleThunderboltGenericHAL::earlyWake - complete - took <*> milliseconds,AppleThunderboltGenericHAL::earlyWake - complete - took 0 milliseconds,['0']
E189,"com.apple.<*>: scheduler_evaluate_activity told me to run this job; however, but the start time isn't for <*> seconds.  Ignoring.","com.apple.icloud.fmfd.heartbeat: scheduler_evaluate_activity told me to run this job; however, but the start time isn't for 438095 seconds.  Ignoring.","['icloud.fmfd.heartbeat', '438095']"
E261,mDNS_DeregisterInterface: Frequent transitions for interface en0 (<*>),mDNS_DeregisterInterface: Frequent transitions for interface en0 (2607:F140:6000:0008:C6B3:01FF:FECD:467F),['2607:F140:6000:0008:C6B3:01FF:FECD:467F']
E55,<*>::<*> - retries = <*>,AppleThunderboltNHIType2::waitForOk2Go2Sx - retries = 7,"['AppleThunderboltNHIType2', 'waitForOk2Go2Sx', '7']"
E150,"ARPT: <*>.<*>: wl0: wl_update_tcpkeep_seq: Updated seq/ack/win from UserClient Seq <*>, Ack <*>, Win size <*>","ARPT: 621490.858770: wl0: wl_update_tcpkeep_seq: Updated seq/ack/win from UserClient Seq 2119064372, Ack 3325040593, Win size 278","['621490.858770', '2119064372', '3325040593', '278']"
E128,ARPT: <*>.<*>: AirPort_<*>::syncPowerState: WWEN[enabled],ARPT: 621490.890645: AirPort_Brcm43xx::syncPowerState: WWEN[enabled],"['621490.890645', 'Brcm43xx']"
E252,IOThunderboltSwitch<<*>>(<*>)::listenerCallback - Thunderbolt HPD packet for route = <*> port = <*> unplug = <*>,IOThunderboltSwitch<0>(0x0)::listenerCallback - Thunderbolt HPD packet for route = 0x0 port = 11 unplug = 0,"['<0>', '0x0', '0x0', '11', '0']"
E124,ARPT: <*>.<*>: AirPort_<*>::platformWoWEnable: WWEN[disable],ARPT: 621492.770239: AirPort_Brcm43xx::platformWoWEnable: WWEN[disable],"['621492.770239', 'Brcm43xx']"
E56,<*>::<*>::postMessage bssid changed,en0::IO80211Interface::postMessage bssid changed,"['en0', 'IO80211Interface']"
E131,ARPT: <*>.<*>: ARPT: Wake Reason: Wake on Scan offload,ARPT: 621542.378462: ARPT: Wake Reason: Wake on Scan offload,['621542.378462']
E50,__<*>-[NetworkAnalyticsEngine observeValueForKeyPath:ofObject:change:context:]_block_invoke unexpected switch value <*>,__73-[NetworkAnalyticsEngine observeValueForKeyPath:ofObject:change:context:]_block_invoke unexpected switch value 2,"['73', '2']"
E189,"com.apple.<*>: scheduler_evaluate_activity told me to run this job; however, but the start time isn't for <*> seconds.  Ignoring.","com.apple.Safari.SafeBrowsing.Update: scheduler_evaluate_activity told me to run this job; however, but the start time isn't for 1268 seconds.  Ignoring.","['Safari.SafeBrowsing.Update', '1268']"
E189,"com.apple.<*>: scheduler_evaluate_activity told me to run this job; however, but the start time isn't for <*> seconds.  Ignoring.","com.apple.CacheDelete.daily: scheduler_evaluate_activity told me to run this job; however, but the start time isn't for 12119 seconds.  Ignoring.","['CacheDelete.daily', '12119']"
E323,Thermal pressure state: <*> Memory pressure state: <*>,Thermal pressure state: 0 Memory pressure state: 0,"['0', '0']"
E189,"com.apple.<*>: scheduler_evaluate_activity told me to run this job; however, but the start time isn't for <*> seconds.  Ignoring.","com.apple.icloud.fmfd.heartbeat: scheduler_evaluate_activity told me to run this job; however, but the start time isn't for 437673 seconds.  Ignoring.","['icloud.fmfd.heartbeat', '437673']"
E189,"com.apple.<*>: scheduler_evaluate_activity told me to run this job; however, but the start time isn't for <*> seconds.  Ignoring.","com.apple.CacheDelete.daily: scheduler_evaluate_activity told me to run this job; however, but the start time isn't for 12087 seconds.  Ignoring.","['CacheDelete.daily', '12087']"
E54,<*>::<*> - intel_rp = <*> dlla_reporting_supported = <*>,AppleThunderboltNHIType2::waitForOk2Go2Sx - intel_rp = 1 dlla_reporting_supported = 0,"['AppleThunderboltNHIType2', 'waitForOk2Go2Sx', '1', '0']"
E58,<*>::setAwdlAutoMode Resuming AWDL,IO80211AWDLPeerManager::setAwdlAutoMode Resuming AWDL,['IO80211AWDLPeerManager']
E263,mDNS_RegisterInterface: Frequent transitions for interface en0 (<*>),mDNS_RegisterInterface: Frequent transitions for interface en0 (FE80:0000:0000:0000:C6B3:01FF:FECD:467F),['FE80:0000:0000:0000:C6B3:01FF:FECD:467F']
E121,AppleCamIn::wakeEventHandlerThread,AppleCamIn::wakeEventHandlerThread,[]
E112,AirPort: Link Up on en0,AirPort: Link Up on en0,[]
E323,Thermal pressure state: <*> Memory pressure state: <*>,Thermal pressure state: 1 Memory pressure state: 0,"['1', '0']"
E146,"ARPT: <*>.<*>: wl0: setup_keepalive: Local port: <*>, Remote port: <*>","ARPT: 621686.164365: wl0: setup_keepalive: Local port: 62614, Remote port: 443","['621686.164365', '62614', '443']"
E50,__<*>-[NetworkAnalyticsEngine observeValueForKeyPath:ofObject:change:context:]_block_invoke unexpected switch value <*>,__73-[NetworkAnalyticsEngine observeValueForKeyPath:ofObject:change:context:]_block_invoke unexpected switch value 2,"['73', '2']"
E276,nw_<*>_post_new_ifstate successfully changed NAT64 ifstate from <*> to <*>,nw_nat64_post_new_ifstate successfully changed NAT64 ifstate from 0x4 to 0x8000000000000000,"['nat64', '0x4', '0x8000000000000000']"
E125,ARPT: <*>.<*>: AirPort_<*>::platformWoWEnable: WWEN[enable],ARPT: 621738.114066: AirPort_Brcm43xx::platformWoWEnable: WWEN[enable],"['621738.114066', 'Brcm43xx']"
E48,-[UABestAppSuggestionManager notifyBestAppChanged:type:options:bundleIdentifier:activityType:dynamicIdentifier:when:confidence:deviceName:deviceIdentifier:deviceType:] (null) UASuggestedActionType=<*> (null)/(null) opts=(null) when=<*>,-[UABestAppSuggestionManager notifyBestAppChanged:type:options:bundleIdentifier:activityType:dynamicIdentifier:when:confidence:deviceName:deviceIdentifier:deviceType:] (null) UASuggestedActionType=0 (null)/(null) opts=(null) when=2017-07-01 17:08:20 +0000 confidence=1 from=(null)/(null) (UABestAppSuggestionManager.m #319),"['0', '2017-07-01 17:08:20 +0000 confidence=1 from=(null)/(null) (UABestAppSuggestionManager.m #319)']"
E208,en0: channel changed to <*>,en0: channel changed to 1,['1']
E130,ARPT: <*>.<*>: AQM agg results <*> len hi/lo: <*> <*> BAbitmap(<*>-<*>) <*>,ARPT: 621799.252673: AQM agg results 0x8001 len hi/lo: 0x0 0x26 BAbitmap(0-3) 0 0 0 0,"['621799.252673', '0x8001', '0x0 0x26', '0-3', '0 0 0 0']"
E171,"CCFile::captureLog Received Capture notice id: <*>, reason = AuthFail:sts:<NUM>_rsn:<NUM>","CCFile::captureLog Received Capture notice id: 1498928900.759059, reason = AuthFail:sts:5_rsn:0","['1498928900.759059', '5', '0']"
E189,"com.apple.<*>: scheduler_evaluate_activity told me to run this job; however, but the start time isn't for <*> seconds.  Ignoring.","com.apple.EscrowSecurityAlert.daily: scheduler_evaluate_activity told me to run this job; however, but the start time isn't for 10602 seconds.  Ignoring.","['EscrowSecurityAlert.daily', '10602']"
E59,<*>::setAwdlOperatingMode Setting the AWDL operation mode from AUTO to SUSPENDED,IO80211AWDLPeerManager::setAwdlOperatingMode Setting the AWDL operation mode from AUTO to SUSPENDED,['IO80211AWDLPeerManager']
E328,Unrecognized attribute value: t:AbchPersonItemType,Unrecognized attribute value: t:AbchPersonItemType,[]
E120,AppleCamIn::systemWakeCall - messageType = <*>,AppleCamIn::systemWakeCall - messageType = 0xE0000340,['0xE0000340']
E300,Sandbox: <*>(<*>) deny(<*>) network-outbound /private/var/run/mDNSResponder,Sandbox: com.apple.Addres(31328) deny(1) network-outbound /private/var/run/mDNSResponder,"['com.apple.Addres(31328', '1']"
E300,Sandbox: <*>(<*>) deny(<*>) network-outbound /private/var/run/mDNSResponder,Sandbox: com.apple.Addres(31328) deny(1) network-outbound /private/var/run/mDNSResponder,"['com.apple.Addres(31328', '1']"
E313,"SOSAccountThisDeviceCanSyncWithCircle sync with device failure: Error Domain=com.apple.security.sos.error Code=<*> ""Account identity not set"" UserInfo={NSDescription=Account identity not set}","SOSAccountThisDeviceCanSyncWithCircle sync with device failure: Error Domain=com.apple.security.sos.error Code=1035 ""Account identity not set"" UserInfo={NSDescription=Account identity not set}",['1035']
E183,"CFPasteboardRef CFPasteboardCreate(CFAllocatorRef, CFStringRef) : failed to create global data","CFPasteboardRef CFPasteboardCreate(CFAllocatorRef, CFStringRef) : failed to create global data",[]
E300,Sandbox: <*>(<*>) deny(<*>) network-outbound /private/var/run/mDNSResponder,Sandbox: com.apple.Addres(31346) deny(1) network-outbound /private/var/run/mDNSResponder,"['com.apple.Addres(31346', '1']"
E52,<*>(<*>) deny network-outbound /private/var/run/mDNSResponder,com.apple.Addres(31376) deny network-outbound /private/var/run/mDNSResponder,['com.apple.Addres(31376']
E252,IOThunderboltSwitch<<*>>(<*>)::listenerCallback - Thunderbolt HPD packet for route = <*> port = <*> unplug = <*>,IOThunderboltSwitch<0>(0x0)::listenerCallback - Thunderbolt HPD packet for route = 0x0 port = 12 unplug = 0,"['<0>', '0x0', '0x0', '12', '0']"
E64,<*>:<*>:<*>.<*> : BTLE scanner Powered On,10:46:47.425 : BTLE scanner Powered On,"['10', '46:47.425']"
E161,button report: <*>,button report: 0x8002be0,['0x8002be0']
E52,<*>(<*>) deny network-outbound /private/var/run/mDNSResponder,com.apple.Addres(31382) deny network-outbound /private/var/run/mDNSResponder,['com.apple.Addres(31382']
E62,<*>:<*>:<*>.<*> : BTLE discovered device with hash <<*> <*> <*>>,11:20:51.293 : BTLE discovered device with hash <01faa200 00000000 0000>,"['11', '20:51.293', '<01faa200', '00000000 0000']"
E304,"securityd_xpc_dictionary_handler cloudd[<*>] copy_matching Error Domain=NSOSStatusErrorDomain Code=<*> ""query missing class name"" (paramErr: error in user parameter list) UserInfo={NSDescription=query missing class name}","securityd_xpc_dictionary_handler cloudd[326] copy_matching Error Domain=NSOSStatusErrorDomain Code=-50 ""query missing class name"" (paramErr: error in user parameter list) UserInfo={NSDescription=query missing class name}","['326', '-50']"
E259,Location icon should now be in state 'Inactive',Location icon should now be in state 'Inactive',[]
E144,"ARPT: <*>.<*>: wl0: setup_keepalive: interval <*>, retry_interval <*>, retry_count <*>","ARPT: 626126.086205: wl0: setup_keepalive: interval 900, retry_interval 30, retry_count 10","['626126.086205', '900', '30', '10']"
E141,ARPT: <*>.<*>: wl0: MDNS: IPV4 Addr: <*>,ARPT: 626126.086246: wl0: MDNS: IPV4 Addr: 10.105.160.95,"['626126.086246', '10.105.160.95']"
E252,IOThunderboltSwitch<<*>>(<*>)::listenerCallback - Thunderbolt HPD packet for route = <*> port = <*> unplug = <*>,IOThunderboltSwitch<0>(0x0)::listenerCallback - Thunderbolt HPD packet for route = 0x0 port = 12 unplug = 0,"['<0>', '0x0', '0x0', '12', '0']"
E59,<*>::setAwdlOperatingMode Setting the AWDL operation mode from AUTO to SUSPENDED,IO80211AWDLPeerManager::setAwdlOperatingMode Setting the AWDL operation mode from AUTO to SUSPENDED,['IO80211AWDLPeerManager']
E56,<*>::<*>::postMessage bssid changed,en0::IO80211Interface::postMessage bssid changed,"['en0', 'IO80211Interface']"
E49,__<*>-[NETClientConnection <*>]_block_invoke CI46 - Hit by torpedo! <*>.<*> tc<*> <*>:<*>,__42-[NETClientConnection evaluateCrazyIvan46]_block_invoke CI46 - Hit by torpedo! QQ.10018 tc19060 125.39.133.143:14000,"['42', 'evaluateCrazyIvan46', 'QQ.10018', '19060 125.39.133.143', '14000']"
E124,ARPT: <*>.<*>: AirPort_<*>::platformWoWEnable: WWEN[disable],ARPT: 626132.740936: AirPort_Brcm43xx::platformWoWEnable: WWEN[disable],"['626132.740936', 'Brcm43xx']"
E310,"Setting BTCoex Config: enable_<*>:<*>, profile_<*>:<*>, enable_<*>:<*>, profile_<*>:<*>","Setting BTCoex Config: enable_2G:1, profile_2g:0, enable_5G:1, profile_5G:0","['2G:1', '2g:0', '5G:1', '5G:0']"
E300,Sandbox: <*>(<*>) deny(<*>) network-outbound /private/var/run/mDNSResponder,Sandbox: com.apple.Addres(31432) deny(1) network-outbound /private/var/run/mDNSResponder,"['com.apple.Addres(31432', '1']"
E61,"<*>::setAwdlSuspendedMode() Suspending AWDL, enterQuietMode(true)","IO80211AWDLPeerManager::setAwdlSuspendedMode() Suspending AWDL, enterQuietMode(true)",['IO80211AWDLPeerManager']
E162,Captive: [CNInfoNetworkActive:<*>] en0: SSID 'CalVisitor' making interface primary (cache indicates network not captive),Captive: [CNInfoNetworkActive:1748] en0: SSID 'CalVisitor' making interface primary (cache indicates network not captive),['1748']
E189,"com.apple.<*>: scheduler_evaluate_activity told me to run this job; however, but the start time isn't for <*> seconds.  Ignoring.","com.apple.suggestions.harvest: scheduler_evaluate_activity told me to run this job; however, but the start time isn't for 16227 seconds.  Ignoring.","['suggestions.harvest', '16227']"
E252,IOThunderboltSwitch<<*>>(<*>)::listenerCallback - Thunderbolt HPD packet for route = <*> port = <*> unplug = <*>,IOThunderboltSwitch<0>(0x0)::listenerCallback - Thunderbolt HPD packet for route = 0x0 port = 11 unplug = 0,"['<0>', '0x0', '0x0', '11', '0']"
E56,<*>::<*>::postMessage bssid changed,en0::IO80211Interface::postMessage bssid changed,"['en0', 'IO80211Interface']"
E60,<*>::setAwdlOperatingMode Setting the AWDL operation mode from SUSPENDED to AUTO,IO80211AWDLPeerManager::setAwdlOperatingMode Setting the AWDL operation mode from SUSPENDED to AUTO,['IO80211AWDLPeerManager']
E44,-[NetworkAnalyticsEngine _writeJournalRecord:fromCellFingerprint:key:atLOI:ofKind:lqm:isFaulty:] Hashing of the primary key failed. Dropping the journal record.,-[NetworkAnalyticsEngine _writeJournalRecord:fromCellFingerprint:key:atLOI:ofKind:lqm:isFaulty:] Hashing of the primary key failed. Dropping the journal record.,[]
E120,AppleCamIn::systemWakeCall - messageType = <*>,AppleCamIn::systemWakeCall - messageType = 0xE0000340,['0xE0000340']
E68,<*>:<*>:<*>.<*> : Finished generating hashes,11:46:19.229 : Finished generating hashes,"['11', '46:19.229']"
E164,Captive: CNPluginHandler en0: Evaluating,Captive: CNPluginHandler en0: Evaluating,[]
E189,"com.apple.<*>: scheduler_evaluate_activity told me to run this job; however, but the start time isn't for <*> seconds.  Ignoring.","com.apple.suggestions.harvest: scheduler_evaluate_activity told me to run this job; however, but the start time isn't for 16034 seconds.  Ignoring.","['suggestions.harvest', '16034']"
E189,"com.apple.<*>: scheduler_evaluate_activity told me to run this job; however, but the start time isn't for <*> seconds.  Ignoring.","com.apple.Safari.SafeBrowsing.Update: scheduler_evaluate_activity told me to run this job; however, but the start time isn't for 1277 seconds.  Ignoring.","['Safari.SafeBrowsing.Update', '1277']"
E131,ARPT: <*>.<*>: ARPT: Wake Reason: Wake on Scan offload,ARPT: 626380.467130: ARPT: Wake Reason: Wake on Scan offload,['626380.467130']
E328,Unrecognized attribute value: t:AbchPersonItemType,Unrecognized attribute value: t:AbchPersonItemType,[]
E288,"PM response took <*> ms (<*>, powerd)","PM response took 1938 ms (54, powerd)","['1938', '54']"
E316,tcp_connection_destination_perform_socket_connect <*> connectx to <*>:<*>@<*> failed: [<*>] Network is down,tcp_connection_destination_perform_socket_connect 19110 connectx to 183.57.48.75:80@0 failed: [50] Network is down,"['19110', '183.57.48.75:80', '0', '50']"
E110,AirPort: Link Down on en0. Reason <*> (Disassociated because station leaving).,AirPort: Link Down on en0. Reason 8 (Disassociated because station leaving).,['8']
E64,<*>:<*>:<*>.<*> : BTLE scanner Powered On,11:49:29.473 : BTLE scanner Powered On,"['11', '49:29.473']"
E331,USBMSC Identifier (non-unique): <*>,"USBMSC Identifier (non-unique): 000000000820 0x5ac 0x8406 0x820, 3","['000000000820 0x5ac 0x8406 0x820, 3']"
E50,__<*>-[NetworkAnalyticsEngine observeValueForKeyPath:ofObject:change:context:]_block_invoke unexpected switch value <*>,__73-[NetworkAnalyticsEngine observeValueForKeyPath:ofObject:change:context:]_block_invoke unexpected switch value 2,"['73', '2']"
E180,CCXPCService::setStreamEventHandler Registered for notification callback.,CCXPCService::setStreamEventHandler Registered for notification callback.,[]
E10,[<*>/<*>:WARNING:dns_config_service_posix.cc(<*>)] Failed to read DnsConfig.,[0701/114930:WARNING:dns_config_service_posix.cc(306)] Failed to read DnsConfig.,"['0701/114930', '306']"
E301,Saw change in network reachability (isReachable=<*>),Saw change in network reachability (isReachable=2),['2']
E33,[HID] [ATC] AppleDeviceManagementHIDEventService::processWakeReason Wake reason: Host (<*>),[HID] [ATC] AppleDeviceManagementHIDEventService::processWakeReason Wake reason: Host (0x01),['0x01']
E207,en0: BSSID changed to <*>,en0: BSSID changed to 5c:50:15:36:bc:03,['5c:50:15:36:bc:03']
E189,"com.apple.<*>: scheduler_evaluate_activity told me to run this job; however, but the start time isn't for <*> seconds.  Ignoring.","com.apple.suggestions.harvest: scheduler_evaluate_activity told me to run this job; however, but the start time isn't for 15759 seconds.  Ignoring.","['suggestions.harvest', '15759']"
E189,"com.apple.<*>: scheduler_evaluate_activity told me to run this job; however, but the start time isn't for <*> seconds.  Ignoring.","com.apple.EscrowSecurityAlert.daily: scheduler_evaluate_activity told me to run this job; however, but the start time isn't for 4439 seconds.  Ignoring.","['EscrowSecurityAlert.daily', '4439']"
E189,"com.apple.<*>: scheduler_evaluate_activity told me to run this job; however, but the start time isn't for <*> seconds.  Ignoring.","com.apple.EscrowSecurityAlert.daily: scheduler_evaluate_activity told me to run this job; however, but the start time isn't for 4429 seconds.  Ignoring.","['EscrowSecurityAlert.daily', '4429']"
E203,dnssd_clientstub ConnectToServer: connect()-> No of tries: <*>,dnssd_clientstub ConnectToServer: connect()-> No of tries: 1,['1']
E122,AppleThunderboltGenericHAL::earlyWake - complete - took <*> milliseconds,AppleThunderboltGenericHAL::earlyWake - complete - took 0 milliseconds,['0']
