EventId,EventTemplate,Content,ParameterList
E27,cancelAutohide,cancelAutohide,[]
E84,"notifyUiVisibilityChanged:vis=<*>, SystemUiVisibility=<*>","notifyUiVisibilityChanged:vis=0x40000500, SystemUiVisibility=0x40000500","['0x40000500', '0x40000500']"
E41,Destroying surface Surface(name=<*>) called by <*>,Destroying surface Surface(name=SurfaceView - com.tencent.qt.qtl/com.tencent.video.player.activity.PlayerActivity) called by com.android.server.wm.WindowStateAnimator.destroyDeferredSurfaceLocked:942 com.android.server.wm.WindowManagerService.performDeferredDestroyWindow:3407 com.android.server.wm.Session.performDeferredDestroy:225 android.view.IWindowSession$Stub.onTransact:398 com.android.server.wm.Session.onTransact:136 android.os.Binder.execTransact:565 <bottom of call stack> <bottom of call stack>,"['SurfaceView - com.tencent.qt.qtl/com.tencent.video.player.activity.PlayerActivity', 'com.android.server.wm.WindowStateAnimator.destroyDeferredSurfaceLocked:942 com.android.server.wm.WindowManagerService.performDeferredDestroyWindow:3407 com.android.server.wm.Session.performDeferredDestroy:225 android.view.IWindowSession$Stub.onTransact:398 com.android.server.wm.Session.onTransact:136 android.os.Binder.execTransact:565 <bottom of call stack> <bottom of call stack>']"
E41,Destroying surface Surface(name=<*>) called by <*>,Destroying surface Surface(name=com.tencent.qt.qtl/com.tencent.video.player.activity.PlayerActivity) called by com.android.server.wm.WindowStateAnimator.destroySurface:2060 com.android.server.wm.WindowStateAnimator.destroySurfaceLocked:913 com.android.server.wm.WindowState.destroyOrSaveSurface:2201 com.android.server.wm.WindowManagerService.tryStartExitingAnimation:3299 com.android.server.wm.WindowManagerService.relayoutWindow:3179 com.android.server.wm.Session.relayout:215 android.view.IWindowSession$Stub.onTransact:286 com.android.server.wm.Session.onTransact:136,"['com.tencent.qt.qtl/com.tencent.video.player.activity.PlayerActivity', 'com.android.server.wm.WindowStateAnimator.destroySurface:2060 com.android.server.wm.WindowStateAnimator.destroySurfaceLocked:913 com.android.server.wm.WindowState.destroyOrSaveSurface:2201 com.android.server.wm.WindowManagerService.tryStartExitingAnimation:3299 com.android.server.wm.WindowManagerService.relayoutWindow:3179 com.android.server.wm.Session.relayout:215 android.view.IWindowSession$Stub.onTransact:286 com.android.server.wm.Session.onTransact:136']"
E108,"release:lock=<*>, flg=<*>, tag=""<*>"", name=<*>, ws=<*>, uid=<*>, pid=<*>","release:lock=62617001, flg=0x0, tag=""WindowManager"", name=android"", ws=WorkSource{10113}, uid=1000, pid=1702","['62617001', '0x0', 'WindowManager', 'android""', 'WorkSource{10113}', '1000', '1702']"
E164,"userActivityNoUpdateLocked: eventTime=<*>, event=<*>, flags=<*>, uid=<*>","userActivityNoUpdateLocked: eventTime=261843648, event=0, flags=0x1, uid=1000","['261843648', '0', '0x1', '1000']"
E103,"ready=true,policy=<*>,wakefulness=<*>,wksummary=<*>,uasummary=<*>,bootcompleted=true,boostinprogress=false,waitmodeenable=false,mode=false,manual=<*>,auto=<*>,adj=<*>.0userId=<*>","ready=true,policy=3,wakefulness=1,wksummary=0x1,uasummary=0x1,bootcompleted=true,boostinprogress=false,waitmodeenable=false,mode=false,manual=38,auto=-1,adj=0.0userId=0","['3', '1', '0x1', '0x1', '38', '-1', '0', '0']"
E96,"orientation change is complete, call stopFreezingDisplayLocked","orientation change is complete, call stopFreezingDisplayLocked",[]
E118,Screen frozen for <*> due to Window{<*> u0 <*>.<*>},Screen frozen for +1s0ms due to Window{ca98d5 u0 com.tencent.qt.qtl/com.tencent.qt.qtl.activity.info.NewsDetailXmlActivity},"['+1s0ms', 'ca98d5', 'com.tencent.qt.qtl/com.tencent.qt.qtl.activity.info.NewsDetailXmlActivity']"
E143,startAnimation begin,startAnimation begin,[]
E144,startAnimation end,startAnimation end,[]
E108,"release:lock=<*>, flg=<*>, tag=""<*>"", name=<*>, ws=<*>, uid=<*>, pid=<*>","release:lock=226887582, flg=0x0, tag=""SCREEN_FROZEN"", name=android"", ws=null, uid=1000, pid=1702","['226887582', '0x0', 'SCREEN_FROZEN', 'android""', 'null', '1000', '1702']"
E103,"ready=true,policy=<*>,wakefulness=<*>,wksummary=<*>,uasummary=<*>,bootcompleted=true,boostinprogress=false,waitmodeenable=false,mode=false,manual=<*>,auto=<*>,adj=<*>.0userId=<*>","ready=true,policy=3,wakefulness=1,wksummary=0x1,uasummary=0x1,bootcompleted=true,boostinprogress=false,waitmodeenable=false,mode=false,manual=38,auto=-1,adj=0.0userId=0","['3', '1', '0x1', '0x1', '38', '-1', '0', '0']"
E110,remove(PendingIntent{<*>: PendingIntentRecord{<*> <*> broadcastIntent}}) changed bounds; rebatching,remove(PendingIntent{19abed0: PendingIntentRecord{a485420 com.tencent.qt.qtl broadcastIntent}}) changed bounds; rebatching,"['19abed0', 'a485420 com.tencent.qt.qtl']"
E114,"rotationForOrientationLw(orient=<*>, last=<*>); user=<*> USER_ROTATION_LOCKED","rotationForOrientationLw(orient=1, last=0); user=0 USER_ROTATION_LOCKED","['1', '0', '0']"
E22,"Application requested orientation <*>, got rotation <*> which has compatible metrics","Application requested orientation 1, got rotation 0 which has compatible metrics","['1', '0']"
E10,"acquire lock=<*>, flags=<*>, tag=""<*>"", name=<*>, ws=<*>, uid=<*>, pid=<*>","acquire lock=166121161, flags=0x1, tag=""RILJ_ACK_WL"", name=com.android.phone, ws=null, uid=1001, pid=2626","['166121161', '0x1', 'RILJ_ACK_WL', 'com.android.phone', 'null', '1001', '2626']"
E103,"ready=true,policy=<*>,wakefulness=<*>,wksummary=<*>,uasummary=<*>,bootcompleted=true,boostinprogress=false,waitmodeenable=false,mode=false,manual=<*>,auto=<*>,adj=<*>.0userId=<*>","ready=true,policy=3,wakefulness=1,wksummary=0x1,uasummary=0x1,bootcompleted=true,boostinprogress=false,waitmodeenable=false,mode=false,manual=38,auto=-1,adj=0.0userId=0","['3', '1', '0x1', '0x1', '38', '-1', '0', '0']"
E103,"ready=true,policy=<*>,wakefulness=<*>,wksummary=<*>,uasummary=<*>,bootcompleted=true,boostinprogress=false,waitmodeenable=false,mode=false,manual=<*>,auto=<*>,adj=<*>.0userId=<*>","ready=true,policy=3,wakefulness=1,wksummary=0x1,uasummary=0x1,bootcompleted=true,boostinprogress=false,waitmodeenable=false,mode=false,manual=38,auto=-1,adj=0.0userId=0","['3', '1', '0x1', '0x1', '38', '-1', '0', '0']"
E103,"ready=true,policy=<*>,wakefulness=<*>,wksummary=<*>,uasummary=<*>,bootcompleted=true,boostinprogress=false,waitmodeenable=false,mode=false,manual=<*>,auto=<*>,adj=<*>.0userId=<*>","ready=true,policy=3,wakefulness=1,wksummary=0x1,uasummary=0x1,bootcompleted=true,boostinprogress=false,waitmodeenable=false,mode=false,manual=38,auto=-1,adj=0.0userId=0","['3', '1', '0x1', '0x1', '38', '-1', '0', '0']"
E103,"ready=true,policy=<*>,wakefulness=<*>,wksummary=<*>,uasummary=<*>,bootcompleted=true,boostinprogress=false,waitmodeenable=false,mode=false,manual=<*>,auto=<*>,adj=<*>.0userId=<*>","ready=true,policy=3,wakefulness=1,wksummary=0x1,uasummary=0x1,bootcompleted=true,boostinprogress=false,waitmodeenable=false,mode=false,manual=38,auto=-1,adj=0.0userId=0","['3', '1', '0x1', '0x1', '38', '-1', '0', '0']"
E103,"ready=true,policy=<*>,wakefulness=<*>,wksummary=<*>,uasummary=<*>,bootcompleted=true,boostinprogress=false,waitmodeenable=false,mode=false,manual=<*>,auto=<*>,adj=<*>.0userId=<*>","ready=true,policy=3,wakefulness=1,wksummary=0x1,uasummary=0x1,bootcompleted=true,boostinprogress=false,waitmodeenable=false,mode=false,manual=38,auto=-1,adj=0.0userId=0","['3', '1', '0x1', '0x1', '38', '-1', '0', '0']"
E103,"ready=true,policy=<*>,wakefulness=<*>,wksummary=<*>,uasummary=<*>,bootcompleted=true,boostinprogress=false,waitmodeenable=false,mode=false,manual=<*>,auto=<*>,adj=<*>.0userId=<*>","ready=true,policy=3,wakefulness=1,wksummary=0x1,uasummary=0x1,bootcompleted=true,boostinprogress=false,waitmodeenable=false,mode=false,manual=38,auto=-1,adj=0.0userId=0","['3', '1', '0x1', '0x1', '38', '-1', '0', '0']"
E130,shouldBlockLocation running ...,shouldBlockLocation running ...,[]
E128,shouldBlockLocation  ret:false,shouldBlockLocation  ret:false,[]
E130,shouldBlockLocation running ...,shouldBlockLocation running ...,[]
E128,shouldBlockLocation  ret:false,shouldBlockLocation  ret:false,[]
E54,getNeighboringCellInfo calling app is <*>,getNeighboringCellInfo calling app is com.amap.android.ams,['com.amap.android.ams']
E130,shouldBlockLocation running ...,shouldBlockLocation running ...,[]
E128,shouldBlockLocation  ret:false,shouldBlockLocation  ret:false,[]
E103,"ready=true,policy=<*>,wakefulness=<*>,wksummary=<*>,uasummary=<*>,bootcompleted=true,boostinprogress=false,waitmodeenable=false,mode=false,manual=<*>,auto=<*>,adj=<*>.0userId=<*>","ready=true,policy=3,wakefulness=1,wksummary=0x1,uasummary=0x1,bootcompleted=true,boostinprogress=false,waitmodeenable=false,mode=false,manual=38,auto=-1,adj=0.0userId=0","['3', '1', '0x1', '0x1', '38', '-1', '0', '0']"
E103,"ready=true,policy=<*>,wakefulness=<*>,wksummary=<*>,uasummary=<*>,bootcompleted=true,boostinprogress=false,waitmodeenable=false,mode=false,manual=<*>,auto=<*>,adj=<*>.0userId=<*>","ready=true,policy=3,wakefulness=1,wksummary=0x1,uasummary=0x1,bootcompleted=true,boostinprogress=false,waitmodeenable=false,mode=false,manual=38,auto=-1,adj=0.0userId=0","['3', '1', '0x1', '0x1', '38', '-1', '0', '0']"
E130,shouldBlockLocation running ...,shouldBlockLocation running ...,[]
E128,shouldBlockLocation  ret:false,shouldBlockLocation  ret:false,[]
E103,"ready=true,policy=<*>,wakefulness=<*>,wksummary=<*>,uasummary=<*>,bootcompleted=true,boostinprogress=false,waitmodeenable=false,mode=false,manual=<*>,auto=<*>,adj=<*>.0userId=<*>","ready=true,policy=3,wakefulness=1,wksummary=0x1,uasummary=0x1,bootcompleted=true,boostinprogress=false,waitmodeenable=false,mode=false,manual=38,auto=-1,adj=0.0userId=0","['3', '1', '0x1', '0x1', '38', '-1', '0', '0']"
E103,"ready=true,policy=<*>,wakefulness=<*>,wksummary=<*>,uasummary=<*>,bootcompleted=true,boostinprogress=false,waitmodeenable=false,mode=false,manual=<*>,auto=<*>,adj=<*>.0userId=<*>","ready=true,policy=3,wakefulness=1,wksummary=0x1,uasummary=0x1,bootcompleted=true,boostinprogress=false,waitmodeenable=false,mode=false,manual=38,auto=-1,adj=0.0userId=0","['3', '1', '0x1', '0x1', '38', '-1', '0', '0']"
E103,"ready=true,policy=<*>,wakefulness=<*>,wksummary=<*>,uasummary=<*>,bootcompleted=true,boostinprogress=false,waitmodeenable=false,mode=false,manual=<*>,auto=<*>,adj=<*>.0userId=<*>","ready=true,policy=3,wakefulness=1,wksummary=0x1,uasummary=0x1,bootcompleted=true,boostinprogress=false,waitmodeenable=false,mode=false,manual=38,auto=-1,adj=0.0userId=0","['3', '1', '0x1', '0x1', '38', '-1', '0', '0']"
E103,"ready=true,policy=<*>,wakefulness=<*>,wksummary=<*>,uasummary=<*>,bootcompleted=true,boostinprogress=false,waitmodeenable=false,mode=false,manual=<*>,auto=<*>,adj=<*>.0userId=<*>","ready=true,policy=3,wakefulness=1,wksummary=0x1,uasummary=0x1,bootcompleted=true,boostinprogress=false,waitmodeenable=false,mode=false,manual=38,auto=-1,adj=0.0userId=0","['3', '1', '0x1', '0x1', '38', '-1', '0', '0']"
E108,"release:lock=<*>, flg=<*>, tag=""<*>"", name=<*>, ws=<*>, uid=<*>, pid=<*>","release:lock=166121161, flg=0x0, tag=""RILJ_ACK_WL"", name=com.android.phone"", ws=null, uid=1001, pid=2626","['166121161', '0x0', 'RILJ_ACK_WL', 'com.android.phone""', 'null', '1001', '2626']"
E103,"ready=true,policy=<*>,wakefulness=<*>,wksummary=<*>,uasummary=<*>,bootcompleted=true,boostinprogress=false,waitmodeenable=false,mode=false,manual=<*>,auto=<*>,adj=<*>.0userId=<*>","ready=true,policy=3,wakefulness=1,wksummary=0x1,uasummary=0x1,bootcompleted=true,boostinprogress=false,waitmodeenable=false,mode=false,manual=38,auto=-1,adj=0.0userId=0","['3', '1', '0x1', '0x1', '38', '-1', '0', '0']"
E130,shouldBlockLocation running ...,shouldBlockLocation running ...,[]
E128,shouldBlockLocation  ret:false,shouldBlockLocation  ret:false,[]
E108,"release:lock=<*>, flg=<*>, tag=""<*>"", name=<*>, ws=<*>, uid=<*>, pid=<*>","release:lock=264232593, flg=0x0, tag=""AudioMix"", name=audioserver"", ws=null, uid=1041, pid=0","['264232593', '0x0', 'AudioMix', 'audioserver""', 'null', '1041', '0']"
E103,"ready=true,policy=<*>,wakefulness=<*>,wksummary=<*>,uasummary=<*>,bootcompleted=true,boostinprogress=false,waitmodeenable=false,mode=false,manual=<*>,auto=<*>,adj=<*>.0userId=<*>","ready=true,policy=3,wakefulness=1,wksummary=0x0,uasummary=0x1,bootcompleted=true,boostinprogress=false,waitmodeenable=false,mode=false,manual=38,auto=-1,adj=0.0userId=0","['3', '1', '0x0', '0x1', '38', '-1', '0', '0']"
E109,"Releasing suspend blocker ""PowerManagerService.WakeLocks"".","Releasing suspend blocker ""PowerManagerService.WakeLocks"".",[]
E64,HBM brightnessIn =<*>,HBM brightnessIn =38,['38']
E65,HBM brightnessOut =<*>,HBM brightnessOut =38,['38']
E21,"Animating brightness: target=<*>, rate=<*>","Animating brightness: target=38, rate=200","['38', '200']"
E164,"userActivityNoUpdateLocked: eventTime=<*>, event=<*>, flags=<*>, uid=<*>","userActivityNoUpdateLocked: eventTime=261849942, event=2, flags=0x0, uid=1000","['261849942', '2', '0x0', '1000']"
E103,"ready=true,policy=<*>,wakefulness=<*>,wksummary=<*>,uasummary=<*>,bootcompleted=true,boostinprogress=false,waitmodeenable=false,mode=false,manual=<*>,auto=<*>,adj=<*>.0userId=<*>","ready=true,policy=3,wakefulness=1,wksummary=0x0,uasummary=0x1,bootcompleted=true,boostinprogress=false,waitmodeenable=false,mode=false,manual=38,auto=-1,adj=0.0userId=0","['3', '1', '0x0', '0x1', '38', '-1', '0', '0']"
E148,suspendAutohide,suspendAutohide,[]
E69,interceptKeyTq keycode=<*> interactive=true keyguardActive=false policyFlags=<*> down true canceled false,interceptKeyTq keycode=4 interactive=true keyguardActive=false policyFlags=2b000002 down true canceled false,"['4', '2b000002']"
E67,"interceptKeyBeforeQueueing: key <*> , result : <*>","interceptKeyBeforeQueueing: key 4 , result : 1","['4', '1']"
E164,"userActivityNoUpdateLocked: eventTime=<*>, event=<*>, flags=<*>, uid=<*>","userActivityNoUpdateLocked: eventTime=261849949, event=1, flags=0x0, uid=1000","['261849949', '1', '0x0', '1000']"
E103,"ready=true,policy=<*>,wakefulness=<*>,wksummary=<*>,uasummary=<*>,bootcompleted=true,boostinprogress=false,waitmodeenable=false,mode=false,manual=<*>,auto=<*>,adj=<*>.0userId=<*>","ready=true,policy=3,wakefulness=1,wksummary=0x0,uasummary=0x1,bootcompleted=true,boostinprogress=false,waitmodeenable=false,mode=false,manual=38,auto=-1,adj=0.0userId=0","['3', '1', '0x0', '0x1', '38', '-1', '0', '0']"
E113,resumeSuspendedAutohide,resumeSuspendedAutohide,[]
E68,interceptKeyTq keycode=<*> interactive=true keyguardActive=false policyFlags=<*> down false canceled false,interceptKeyTq keycode=4 interactive=true keyguardActive=false policyFlags=2b000002 down false canceled false,"['4', '2b000002']"
E67,"interceptKeyBeforeQueueing: key <*> , result : <*>","interceptKeyBeforeQueueing: key 4 , result : 1","['4', '1']"
E102,querySoundEffectsEnabled...,querySoundEffectsEnabled...,[]
E10,"acquire lock=<*>, flags=<*>, tag=""<*>"", name=<*>, ws=<*>, uid=<*>, pid=<*>","acquire lock=189667585, flags=0x1, tag=""*launch*"", name=android, ws=WorkSource{10113}, uid=1000, pid=1702","['189667585', '0x1', '*launch*', 'android', 'WorkSource{10113}', '1000', '1702']"
E103,"ready=true,policy=<*>,wakefulness=<*>,wksummary=<*>,uasummary=<*>,bootcompleted=true,boostinprogress=false,waitmodeenable=false,mode=false,manual=<*>,auto=<*>,adj=<*>.0userId=<*>","ready=true,policy=3,wakefulness=1,wksummary=0x1,uasummary=0x1,bootcompleted=true,boostinprogress=false,waitmodeenable=false,mode=false,manual=38,auto=-1,adj=0.0userId=0","['3', '1', '0x1', '0x1', '38', '-1', '0', '0']"
E11,"Acquiring suspend blocker ""PowerManagerService.WakeLocks"".","Acquiring suspend blocker ""PowerManagerService.WakeLocks"".",[]
E131,Skipping AppWindowToken{<*> token=Token{<*> ActivityRecord{<*> u0 <*>}}} -- going to hide,Skipping AppWindowToken{9f4ef63 token=Token{a64f992 ActivityRecord{de9231d u0 com.tencent.qt.qtl/.activity.info.NewsDetailXmlActivity t761}}} -- going to hide,"['9f4ef63', 'a64f992', 'de9231d', 'com.tencent.qt.qtl/.activity.info.NewsDetailXmlActivity t761']"
E126,"setSystemUiVisibility vis=<*> mask=<*> oldVal=<*> newVal=<*> diff=<*> fullscreenStackVis=<*> dockedStackVis=<*>, fullscreenStackBounds=Rect(<*>, <*> - <*>, <*>), dockedStackBounds=Rect(<*>, <*> - <*>, <*>)","setSystemUiVisibility vis=508 mask=ffffffff oldVal=40000500 newVal=508 diff=40000008 fullscreenStackVis=0 dockedStackVis=0, fullscreenStackBounds=Rect(0, 0 - 720, 1280), dockedStackBounds=Rect(0, 0 - 0, 0)","['508', 'ffffffff', '40000500', '508', '40000008', '0', '0', '0', '0', '720', '1280', '0', '0', '0', '0']"
E27,cancelAutohide,cancelAutohide,[]
E84,"notifyUiVisibilityChanged:vis=<*>, SystemUiVisibility=<*>","notifyUiVisibilityChanged:vis=0x508, SystemUiVisibility=0x508","['0x508', '0x508']"
E25,Bad activity token: <*>@<*>,Bad activity token: android.os.BinderProxy@2bd79ce,['android.os.BinderProxy@2bd79ce']
E7,<*>: <*> cannot be cast to <*>$Token,java.lang.ClassCastException: android.os.BinderProxy cannot be cast to com.android.server.am.ActivityRecord$Token,"['java.lang.ClassCastException', 'android.os.BinderProxy', 'com.android.server.am.ActivityRecord']"
E131,Skipping AppWindowToken{<*> token=Token{<*> ActivityRecord{<*> u0 <*>}}} -- going to hide,Skipping AppWindowToken{9f4ef63 token=Token{a64f992 ActivityRecord{de9231d u0 com.tencent.qt.qtl/.activity.info.NewsDetailXmlActivity t761}}} -- going to hide,"['9f4ef63', 'a64f992', 'de9231d', 'com.tencent.qt.qtl/.activity.info.NewsDetailXmlActivity t761']"
E108,"release:lock=<*>, flg=<*>, tag=""<*>"", name=<*>, ws=<*>, uid=<*>, pid=<*>","release:lock=189667585, flg=0x0, tag=""*launch*"", name=android"", ws=WorkSource{10113}, uid=1000, pid=1702","['189667585', '0x0', '*launch*', 'android""', 'WorkSource{10113}', '1000', '1702']"
E103,"ready=true,policy=<*>,wakefulness=<*>,wksummary=<*>,uasummary=<*>,bootcompleted=true,boostinprogress=false,waitmodeenable=false,mode=false,manual=<*>,auto=<*>,adj=<*>.0userId=<*>","ready=true,policy=3,wakefulness=1,wksummary=0x0,uasummary=0x1,bootcompleted=true,boostinprogress=false,waitmodeenable=false,mode=false,manual=38,auto=-1,adj=0.0userId=0","['3', '1', '0x0', '0x1', '38', '-1', '0', '0']"
E109,"Releasing suspend blocker ""PowerManagerService.WakeLocks"".","Releasing suspend blocker ""PowerManagerService.WakeLocks"".",[]
E126,"setSystemUiVisibility vis=<*> mask=<*> oldVal=<*> newVal=<*> diff=<*> fullscreenStackVis=<*> dockedStackVis=<*>, fullscreenStackBounds=Rect(<*>, <*> - <*>, <*>), dockedStackBounds=Rect(<*>, <*> - <*>, <*>)","setSystemUiVisibility vis=40000500 mask=ffffffff oldVal=508 newVal=40000500 diff=40000008 fullscreenStackVis=0 dockedStackVis=0, fullscreenStackBounds=Rect(0, 0 - 720, 1280), dockedStackBounds=Rect(0, 0 - 0, 0)","['40000500', 'ffffffff', '508', '40000500', '40000008', '0', '0', '0', '0', '720', '1280', '0', '0', '0', '0']"
E27,cancelAutohide,cancelAutohide,[]
E84,"notifyUiVisibilityChanged:vis=<*>, SystemUiVisibility=<*>","notifyUiVisibilityChanged:vis=0x40000500, SystemUiVisibility=0x40000500","['0x40000500', '0x40000500']"
E164,"userActivityNoUpdateLocked: eventTime=<*>, event=<*>, flags=<*>, uid=<*>","userActivityNoUpdateLocked: eventTime=261850777, event=2, flags=0x0, uid=1000","['261850777', '2', '0x0', '1000']"
E103,"ready=true,policy=<*>,wakefulness=<*>,wksummary=<*>,uasummary=<*>,bootcompleted=true,boostinprogress=false,waitmodeenable=false,mode=false,manual=<*>,auto=<*>,adj=<*>.0userId=<*>","ready=true,policy=3,wakefulness=1,wksummary=0x0,uasummary=0x1,bootcompleted=true,boostinprogress=false,waitmodeenable=false,mode=false,manual=38,auto=-1,adj=0.0userId=0","['3', '1', '0x0', '0x1', '38', '-1', '0', '0']"
E148,suspendAutohide,suspendAutohide,[]
E148,suspendAutohide,suspendAutohide,[]
E93,"onTouchEvent::<*>, x=<*>.<*>, y=<*>.<*>","onTouchEvent::0, x=271.0, y=14.0","['0', '271.0', '14.0']"
E115,schedulePeek,schedulePeek,[]
E58,getRingtonePlayer...,getRingtonePlayer...,[]
E43,disable: < expand ICONS* alerts SYSTEM_INFO* back home recent clock navigationbar search quick_settings >,disable: < expand ICONS* alerts SYSTEM_INFO* back home recent clock navigationbar search quick_settings >,[]
E148,suspendAutohide,suspendAutohide,[]
E161,"updateLightsLocked,mInCall =false,mScreenOn = true,ledNotification == null?true","updateLightsLocked,mInCall =false,mScreenOn = true,ledNotification == null?true",[]
E162,"updateLightsLocked,turn off notificationLight","updateLightsLocked,turn off notificationLight",[]
E58,getRingtonePlayer...,getRingtonePlayer...,[]
E161,"updateLightsLocked,mInCall =false,mScreenOn = true,ledNotification == null?true","updateLightsLocked,mInCall =false,mScreenOn = true,ledNotification == null?true",[]
E162,"updateLightsLocked,turn off notificationLight","updateLightsLocked,turn off notificationLight",[]
