EventId,EventTemplate,Content,ParameterList
E27,reverse mapping checking getaddrinfo for <*> [<*>] failed - POSSIBLE BREAK-IN ATTEMPT!,reverse mapping checking getaddrinfo for ns.marryaldkfaczcz.com [173.234.31.186] failed - POSSIBLE BREAK-IN ATTEMPT!,"['ns.marryaldkfaczcz.com', '173.234.31.186']"
E13,Invalid user <*> from <*>,Invalid user webmaster from 173.234.31.186,"['webmaster', '173.234.31.186']"
E12,input_userauth_request: invalid user <*> [preauth],input_userauth_request: invalid user webmaster [preauth],['webmaster']
E21,pam_unix(sshd:auth): check pass; user unknown,pam_unix(sshd:auth): check pass; user unknown,[]
E19,pam_unix(sshd:auth): authentication failure; logname= uid=<*> euid=<*> tty=ssh ruser= rhost=<*>,pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=173.234.31.186,"['0', '0', '173.234.31.186']"
E10,Failed password for invalid user <*> from <*> port <*> ssh2,Failed password for invalid user webmaster from 173.234.31.186 port 39257 ssh2,"['webmaster', '173.234.31.186', '39257']"
E2,Connection closed by <*> [preauth],Connection closed by 173.234.31.186 [preauth],['173.234.31.186']
E13,Invalid user <*> from <*>,Invalid user chen from 202.100.179.208,"['chen', '202.100.179.208']"
E12,input_userauth_request: invalid user <*> [preauth],input_userauth_request: invalid user chen [preauth],['chen']
E21,pam_unix(sshd:auth): check pass; user unknown,pam_unix(sshd:auth): check pass; user unknown,[]
E19,pam_unix(sshd:auth): authentication failure; logname= uid=<*> euid=<*> tty=ssh ruser= rhost=<*>,pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=202.100.179.208,"['0', '0', '202.100.179.208']"
E10,Failed password for invalid user <*> from <*> port <*> ssh2,Failed password for invalid user chen from 202.100.179.208 port 32484 ssh2,"['chen', '202.100.179.208', '32484']"
E24,Received disconnect from <*>: <*>: Bye Bye [preauth],Received disconnect from 202.100.179.208: 11: Bye Bye [preauth],"['202.100.179.208', '11']"
E20,pam_unix(sshd:auth): authentication failure; logname= uid=<*> euid=<*> tty=ssh ruser= rhost=<*> user=<*>,pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=5.36.59.76.dynamic-dsl-ip.omantel.net.om  user=root,"['0', '0', '5.36.59.76.dynamic-dsl-ip.omantel.net.om', 'root']"
E9,Failed password for <*> from <*> port <*> ssh2,Failed password for root from 5.36.59.76 port 42393 ssh2,"['root', '5.36.59.76', '42393']"
E14,message repeated <*> times: [ Failed password for root from <*> port <*>],message repeated 5 times: [ Failed password for root from 5.36.59.76 port 42393 ssh2],"['5', '5.36.59.76', '42393 ssh2']"
E5,Disconnecting: Too many authentication failures for root [preauth],Disconnecting: Too many authentication failures for root [preauth],[]
E17,PAM <*> more authentication failures; logname= uid=<*> euid=<*> tty=ssh ruser= rhost=<*>  user=root,PAM 5 more authentication failures; logname= uid=0 euid=0 tty=ssh ruser= rhost=5.36.59.76.dynamic-dsl-ip.omantel.net.om  user=root,"['5', '0', '0', '5.36.59.76.dynamic-dsl-ip.omantel.net.om']"
E18,PAM service(sshd) ignoring max retries; <*> > <*>,PAM service(sshd) ignoring max retries; 6 > 3,"['6', '> 3']"
E20,pam_unix(sshd:auth): authentication failure; logname= uid=<*> euid=<*> tty=ssh ruser= rhost=<*> user=<*>,pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=112.95.230.3  user=root,"['0', '0', '112.95.230.3', 'root']"
E9,Failed password for <*> from <*> port <*> ssh2,Failed password for root from 112.95.230.3 port 45378 ssh2,"['root', '112.95.230.3', '45378']"
E24,Received disconnect from <*>: <*>: Bye Bye [preauth],Received disconnect from 112.95.230.3: 11: Bye Bye [preauth],"['112.95.230.3', '11']"
E20,pam_unix(sshd:auth): authentication failure; logname= uid=<*> euid=<*> tty=ssh ruser= rhost=<*> user=<*>,pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=112.95.230.3  user=root,"['0', '0', '112.95.230.3', 'root']"
E9,Failed password for <*> from <*> port <*> ssh2,Failed password for root from 112.95.230.3 port 47068 ssh2,"['root', '112.95.230.3', '47068']"
E24,Received disconnect from <*>: <*>: Bye Bye [preauth],Received disconnect from 112.95.230.3: 11: Bye Bye [preauth],"['112.95.230.3', '11']"
E20,pam_unix(sshd:auth): authentication failure; logname= uid=<*> euid=<*> tty=ssh ruser= rhost=<*> user=<*>,pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=112.95.230.3  user=root,"['0', '0', '112.95.230.3', 'root']"
E9,Failed password for <*> from <*> port <*> ssh2,Failed password for root from 112.95.230.3 port 49188 ssh2,"['root', '112.95.230.3', '49188']"
E24,Received disconnect from <*>: <*>: Bye Bye [preauth],Received disconnect from 112.95.230.3: 11: Bye Bye [preauth],"['112.95.230.3', '11']"
E20,pam_unix(sshd:auth): authentication failure; logname= uid=<*> euid=<*> tty=ssh ruser= rhost=<*> user=<*>,pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=112.95.230.3  user=root,"['0', '0', '112.95.230.3', 'root']"
E9,Failed password for <*> from <*> port <*> ssh2,Failed password for root from 112.95.230.3 port 50999 ssh2,"['root', '112.95.230.3', '50999']"
E24,Received disconnect from <*>: <*>: Bye Bye [preauth],Received disconnect from 112.95.230.3: 11: Bye Bye [preauth],"['112.95.230.3', '11']"
E20,pam_unix(sshd:auth): authentication failure; logname= uid=<*> euid=<*> tty=ssh ruser= rhost=<*> user=<*>,pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=112.95.230.3  user=root,"['0', '0', '112.95.230.3', 'root']"
E9,Failed password for <*> from <*> port <*> ssh2,Failed password for root from 112.95.230.3 port 52660 ssh2,"['root', '112.95.230.3', '52660']"
E24,Received disconnect from <*>: <*>: Bye Bye [preauth],Received disconnect from 112.95.230.3: 11: Bye Bye [preauth],"['112.95.230.3', '11']"
E13,Invalid user <*> from <*>,Invalid user pgadmin from 112.95.230.3,"['pgadmin', '112.95.230.3']"
E12,input_userauth_request: invalid user <*> [preauth],input_userauth_request: invalid user pgadmin [preauth],['pgadmin']
E21,pam_unix(sshd:auth): check pass; user unknown,pam_unix(sshd:auth): check pass; user unknown,[]
E19,pam_unix(sshd:auth): authentication failure; logname= uid=<*> euid=<*> tty=ssh ruser= rhost=<*>,pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=112.95.230.3,"['0', '0', '112.95.230.3']"
E10,Failed password for invalid user <*> from <*> port <*> ssh2,Failed password for invalid user pgadmin from 112.95.230.3 port 54087 ssh2,"['pgadmin', '112.95.230.3', '54087']"
E24,Received disconnect from <*>: <*>: Bye Bye [preauth],Received disconnect from 112.95.230.3: 11: Bye Bye [preauth],"['112.95.230.3', '11']"
E20,pam_unix(sshd:auth): authentication failure; logname= uid=<*> euid=<*> tty=ssh ruser= rhost=<*> user=<*>,pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=112.95.230.3  user=root,"['0', '0', '112.95.230.3', 'root']"
E9,Failed password for <*> from <*> port <*> ssh2,Failed password for root from 112.95.230.3 port 55618 ssh2,"['root', '112.95.230.3', '55618']"
E24,Received disconnect from <*>: <*>: Bye Bye [preauth],Received disconnect from 112.95.230.3: 11: Bye Bye [preauth],"['112.95.230.3', '11']"
E20,pam_unix(sshd:auth): authentication failure; logname= uid=<*> euid=<*> tty=ssh ruser= rhost=<*> user=<*>,pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=112.95.230.3  user=root,"['0', '0', '112.95.230.3', 'root']"
E9,Failed password for <*> from <*> port <*> ssh2,Failed password for root from 112.95.230.3 port 57138 ssh2,"['root', '112.95.230.3', '57138']"
E24,Received disconnect from <*>: <*>: Bye Bye [preauth],Received disconnect from 112.95.230.3: 11: Bye Bye [preauth],"['112.95.230.3', '11']"
E20,pam_unix(sshd:auth): authentication failure; logname= uid=<*> euid=<*> tty=ssh ruser= rhost=<*> user=<*>,pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=112.95.230.3  user=root,"['0', '0', '112.95.230.3', 'root']"
E9,Failed password for <*> from <*> port <*> ssh2,Failed password for root from 112.95.230.3 port 58304 ssh2,"['root', '112.95.230.3', '58304']"
E24,Received disconnect from <*>: <*>: Bye Bye [preauth],Received disconnect from 112.95.230.3: 11: Bye Bye [preauth],"['112.95.230.3', '11']"
E20,pam_unix(sshd:auth): authentication failure; logname= uid=<*> euid=<*> tty=ssh ruser= rhost=<*> user=<*>,pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=112.95.230.3  user=root,"['0', '0', '112.95.230.3', 'root']"
E9,Failed password for <*> from <*> port <*> ssh2,Failed password for root from 112.95.230.3 port 59849 ssh2,"['root', '112.95.230.3', '59849']"
E24,Received disconnect from <*>: <*>: Bye Bye [preauth],Received disconnect from 112.95.230.3: 11: Bye Bye [preauth],"['112.95.230.3', '11']"
E20,pam_unix(sshd:auth): authentication failure; logname= uid=<*> euid=<*> tty=ssh ruser= rhost=<*> user=<*>,pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=112.95.230.3  user=root,"['0', '0', '112.95.230.3', 'root']"
E9,Failed password for <*> from <*> port <*> ssh2,Failed password for root from 112.95.230.3 port 32977 ssh2,"['root', '112.95.230.3', '32977']"
E24,Received disconnect from <*>: <*>: Bye Bye [preauth],Received disconnect from 112.95.230.3: 11: Bye Bye [preauth],"['112.95.230.3', '11']"
E20,pam_unix(sshd:auth): authentication failure; logname= uid=<*> euid=<*> tty=ssh ruser= rhost=<*> user=<*>,pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=112.95.230.3  user=root,"['0', '0', '112.95.230.3', 'root']"
E9,Failed password for <*> from <*> port <*> ssh2,Failed password for root from 112.95.230.3 port 35113 ssh2,"['root', '112.95.230.3', '35113']"
E24,Received disconnect from <*>: <*>: Bye Bye [preauth],Received disconnect from 112.95.230.3: 11: Bye Bye [preauth],"['112.95.230.3', '11']"
E20,pam_unix(sshd:auth): authentication failure; logname= uid=<*> euid=<*> tty=ssh ruser= rhost=<*> user=<*>,pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=112.95.230.3  user=root,"['0', '0', '112.95.230.3', 'root']"
E9,Failed password for <*> from <*> port <*> ssh2,Failed password for root from 112.95.230.3 port 37035 ssh2,"['root', '112.95.230.3', '37035']"
E24,Received disconnect from <*>: <*>: Bye Bye [preauth],Received disconnect from 112.95.230.3: 11: Bye Bye [preauth],"['112.95.230.3', '11']"
E20,pam_unix(sshd:auth): authentication failure; logname= uid=<*> euid=<*> tty=ssh ruser= rhost=<*> user=<*>,pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=112.95.230.3  user=root,"['0', '0', '112.95.230.3', 'root']"
E9,Failed password for <*> from <*> port <*> ssh2,Failed password for root from 112.95.230.3 port 39041 ssh2,"['root', '112.95.230.3', '39041']"
E24,Received disconnect from <*>: <*>: Bye Bye [preauth],Received disconnect from 112.95.230.3: 11: Bye Bye [preauth],"['112.95.230.3', '11']"
E20,pam_unix(sshd:auth): authentication failure; logname= uid=<*> euid=<*> tty=ssh ruser= rhost=<*> user=<*>,pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=112.95.230.3  user=root,"['0', '0', '112.95.230.3', 'root']"
E9,Failed password for <*> from <*> port <*> ssh2,Failed password for root from 112.95.230.3 port 40388 ssh2,"['root', '112.95.230.3', '40388']"
E24,Received disconnect from <*>: <*>: Bye Bye [preauth],Received disconnect from 112.95.230.3: 11: Bye Bye [preauth],"['112.95.230.3', '11']"
E13,Invalid user <*> from <*>,Invalid user utsims from 112.95.230.3,"['utsims', '112.95.230.3']"
E12,input_userauth_request: invalid user <*> [preauth],input_userauth_request: invalid user utsims [preauth],['utsims']
E21,pam_unix(sshd:auth): check pass; user unknown,pam_unix(sshd:auth): check pass; user unknown,[]
E19,pam_unix(sshd:auth): authentication failure; logname= uid=<*> euid=<*> tty=ssh ruser= rhost=<*>,pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=112.95.230.3,"['0', '0', '112.95.230.3']"
E10,Failed password for invalid user <*> from <*> port <*> ssh2,Failed password for invalid user utsims from 112.95.230.3 port 41506 ssh2,"['utsims', '112.95.230.3', '41506']"
E24,Received disconnect from <*>: <*>: Bye Bye [preauth],Received disconnect from 112.95.230.3: 11: Bye Bye [preauth],"['112.95.230.3', '11']"
E20,pam_unix(sshd:auth): authentication failure; logname= uid=<*> euid=<*> tty=ssh ruser= rhost=<*> user=<*>,pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=112.95.230.3  user=root,"['0', '0', '112.95.230.3', 'root']"
E9,Failed password for <*> from <*> port <*> ssh2,Failed password for root from 112.95.230.3 port 42881 ssh2,"['root', '112.95.230.3', '42881']"
E24,Received disconnect from <*>: <*>: Bye Bye [preauth],Received disconnect from 112.95.230.3: 11: Bye Bye [preauth],"['112.95.230.3', '11']"
E20,pam_unix(sshd:auth): authentication failure; logname= uid=<*> euid=<*> tty=ssh ruser= rhost=<*> user=<*>,pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=112.95.230.3  user=root,"['0', '0', '112.95.230.3', 'root']"
E9,Failed password for <*> from <*> port <*> ssh2,Failed password for root from 112.95.230.3 port 43981 ssh2,"['root', '112.95.230.3', '43981']"
E24,Received disconnect from <*>: <*>: Bye Bye [preauth],Received disconnect from 112.95.230.3: 11: Bye Bye [preauth],"['112.95.230.3', '11']"
E20,pam_unix(sshd:auth): authentication failure; logname= uid=<*> euid=<*> tty=ssh ruser= rhost=<*> user=<*>,pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=112.95.230.3  user=root,"['0', '0', '112.95.230.3', 'root']"
E9,Failed password for <*> from <*> port <*> ssh2,Failed password for root from 112.95.230.3 port 44900 ssh2,"['root', '112.95.230.3', '44900']"
E24,Received disconnect from <*>: <*>: Bye Bye [preauth],Received disconnect from 112.95.230.3: 11: Bye Bye [preauth],"['112.95.230.3', '11']"
E20,pam_unix(sshd:auth): authentication failure; logname= uid=<*> euid=<*> tty=ssh ruser= rhost=<*> user=<*>,pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=112.95.230.3  user=root,"['0', '0', '112.95.230.3', 'root']"
E9,Failed password for <*> from <*> port <*> ssh2,Failed password for root from 112.95.230.3 port 45699 ssh2,"['root', '112.95.230.3', '45699']"
E24,Received disconnect from <*>: <*>: Bye Bye [preauth],Received disconnect from 112.95.230.3: 11: Bye Bye [preauth],"['112.95.230.3', '11']"
E20,pam_unix(sshd:auth): authentication failure; logname= uid=<*> euid=<*> tty=ssh ruser= rhost=<*> user=<*>,pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=112.95.230.3  user=root,"['0', '0', '112.95.230.3', 'root']"
E9,Failed password for <*> from <*> port <*> ssh2,Failed password for root from 112.95.230.3 port 46577 ssh2,"['root', '112.95.230.3', '46577']"
E24,Received disconnect from <*>: <*>: Bye Bye [preauth],Received disconnect from 112.95.230.3: 11: Bye Bye [preauth],"['112.95.230.3', '11']"
E20,pam_unix(sshd:auth): authentication failure; logname= uid=<*> euid=<*> tty=ssh ruser= rhost=<*> user=<*>,pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=112.95.230.3  user=root,"['0', '0', '112.95.230.3', 'root']"
E9,Failed password for <*> from <*> port <*> ssh2,Failed password for root from 112.95.230.3 port 47836 ssh2,"['root', '112.95.230.3', '47836']"
E24,Received disconnect from <*>: <*>: Bye Bye [preauth],Received disconnect from 112.95.230.3: 11: Bye Bye [preauth],"['112.95.230.3', '11']"
E20,pam_unix(sshd:auth): authentication failure; logname= uid=<*> euid=<*> tty=ssh ruser= rhost=<*> user=<*>,pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=112.95.230.3  user=root,"['0', '0', '112.95.230.3', 'root']"
E9,Failed password for <*> from <*> port <*> ssh2,Failed password for root from 112.95.230.3 port 49133 ssh2,"['root', '112.95.230.3', '49133']"
E24,Received disconnect from <*>: <*>: Bye Bye [preauth],Received disconnect from 112.95.230.3: 11: Bye Bye [preauth],"['112.95.230.3', '11']"
E20,pam_unix(sshd:auth): authentication failure; logname= uid=<*> euid=<*> tty=ssh ruser= rhost=<*> user=<*>,pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=112.95.230.3  user=root,"['0', '0', '112.95.230.3', 'root']"
E9,Failed password for <*> from <*> port <*> ssh2,Failed password for root from 112.95.230.3 port 50655 ssh2,"['root', '112.95.230.3', '50655']"
E24,Received disconnect from <*>: <*>: Bye Bye [preauth],Received disconnect from 112.95.230.3: 11: Bye Bye [preauth],"['112.95.230.3', '11']"
E20,pam_unix(sshd:auth): authentication failure; logname= uid=<*> euid=<*> tty=ssh ruser= rhost=<*> user=<*>,pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=112.95.230.3  user=root,"['0', '0', '112.95.230.3', 'root']"
E9,Failed password for <*> from <*> port <*> ssh2,Failed password for root from 112.95.230.3 port 51982 ssh2,"['root', '112.95.230.3', '51982']"
E24,Received disconnect from <*>: <*>: Bye Bye [preauth],Received disconnect from 112.95.230.3: 11: Bye Bye [preauth],"['112.95.230.3', '11']"
E20,pam_unix(sshd:auth): authentication failure; logname= uid=<*> euid=<*> tty=ssh ruser= rhost=<*> user=<*>,pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=112.95.230.3  user=root,"['0', '0', '112.95.230.3', 'root']"
E9,Failed password for <*> from <*> port <*> ssh2,Failed password for root from 112.95.230.3 port 53584 ssh2,"['root', '112.95.230.3', '53584']"
E24,Received disconnect from <*>: <*>: Bye Bye [preauth],Received disconnect from 112.95.230.3: 11: Bye Bye [preauth],"['112.95.230.3', '11']"
E20,pam_unix(sshd:auth): authentication failure; logname= uid=<*> euid=<*> tty=ssh ruser= rhost=<*> user=<*>,pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=123.235.32.19  user=root,"['0', '0', '123.235.32.19', 'root']"
E9,Failed password for <*> from <*> port <*> ssh2,Failed password for root from 123.235.32.19 port 40652 ssh2,"['root', '123.235.32.19', '40652']"
E24,Received disconnect from <*>: <*>: Bye Bye [preauth],Received disconnect from 123.235.32.19: 11: Bye Bye [preauth],"['123.235.32.19', '11']"
E20,pam_unix(sshd:auth): authentication failure; logname= uid=<*> euid=<*> tty=ssh ruser= rhost=<*> user=<*>,pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=123.235.32.19  user=root,"['0', '0', '123.235.32.19', 'root']"
E9,Failed password for <*> from <*> port <*> ssh2,Failed password for root from 123.235.32.19 port 49720 ssh2,"['root', '123.235.32.19', '49720']"
E24,Received disconnect from <*>: <*>: Bye Bye [preauth],Received disconnect from 123.235.32.19: 11: Bye Bye [preauth],"['123.235.32.19', '11']"
E20,pam_unix(sshd:auth): authentication failure; logname= uid=<*> euid=<*> tty=ssh ruser= rhost=<*> user=<*>,pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=123.235.32.19  user=root,"['0', '0', '123.235.32.19', 'root']"
E9,Failed password for <*> from <*> port <*> ssh2,Failed password for root from 123.235.32.19 port 45568 ssh2,"['root', '123.235.32.19', '45568']"
E24,Received disconnect from <*>: <*>: Bye Bye [preauth],Received disconnect from 123.235.32.19: 11: Bye Bye [preauth],"['123.235.32.19', '11']"
E20,pam_unix(sshd:auth): authentication failure; logname= uid=<*> euid=<*> tty=ssh ruser= rhost=<*> user=<*>,pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=123.235.32.19  user=root,"['0', '0', '123.235.32.19', 'root']"
E9,Failed password for <*> from <*> port <*> ssh2,Failed password for root from 123.235.32.19 port 48588 ssh2,"['root', '123.235.32.19', '48588']"
E24,Received disconnect from <*>: <*>: Bye Bye [preauth],Received disconnect from 123.235.32.19: 11: Bye Bye [preauth],"['123.235.32.19', '11']"
E20,pam_unix(sshd:auth): authentication failure; logname= uid=<*> euid=<*> tty=ssh ruser= rhost=<*> user=<*>,pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=123.235.32.19  user=root,"['0', '0', '123.235.32.19', 'root']"
E9,Failed password for <*> from <*> port <*> ssh2,Failed password for root from 123.235.32.19 port 50950 ssh2,"['root', '123.235.32.19', '50950']"
E24,Received disconnect from <*>: <*>: Bye Bye [preauth],Received disconnect from 123.235.32.19: 11: Bye Bye [preauth],"['123.235.32.19', '11']"
E20,pam_unix(sshd:auth): authentication failure; logname= uid=<*> euid=<*> tty=ssh ruser= rhost=<*> user=<*>,pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=123.235.32.19  user=root,"['0', '0', '123.235.32.19', 'root']"
E9,Failed password for <*> from <*> port <*> ssh2,Failed password for root from 123.235.32.19 port 54024 ssh2,"['root', '123.235.32.19', '54024']"
E24,Received disconnect from <*>: <*>: Bye Bye [preauth],Received disconnect from 123.235.32.19: 11: Bye Bye [preauth],"['123.235.32.19', '11']"
E20,pam_unix(sshd:auth): authentication failure; logname= uid=<*> euid=<*> tty=ssh ruser= rhost=<*> user=<*>,pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=123.235.32.19  user=root,"['0', '0', '123.235.32.19', 'root']"
E9,Failed password for <*> from <*> port <*> ssh2,Failed password for root from 123.235.32.19 port 57100 ssh2,"['root', '123.235.32.19', '57100']"
E24,Received disconnect from <*>: <*>: Bye Bye [preauth],Received disconnect from 123.235.32.19: 11: Bye Bye [preauth],"['123.235.32.19', '11']"
E3,Did not receive identification string from <*>,Did not receive identification string from 123.235.32.19,['123.235.32.19']
E3,Did not receive identification string from <*>,Did not receive identification string from 177.79.82.136,['177.79.82.136']
E13,Invalid user <*> from <*>,Invalid user inspur from 183.136.162.51,"['inspur', '183.136.162.51']"
E12,input_userauth_request: invalid user <*> [preauth],input_userauth_request: invalid user inspur [preauth],['inspur']
E21,pam_unix(sshd:auth): check pass; user unknown,pam_unix(sshd:auth): check pass; user unknown,[]
E19,pam_unix(sshd:auth): authentication failure; logname= uid=<*> euid=<*> tty=ssh ruser= rhost=<*>,pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=183.136.162.51,"['0', '0', '183.136.162.51']"
E10,Failed password for invalid user <*> from <*> port <*> ssh2,Failed password for invalid user inspur from 183.136.162.51 port 55204 ssh2,"['inspur', '183.136.162.51', '55204']"
E24,Received disconnect from <*>: <*>: Bye Bye [preauth],Received disconnect from 183.136.162.51: 11: Bye Bye [preauth],"['183.136.162.51', '11']"
E27,reverse mapping checking getaddrinfo for <*> [<*>] failed - POSSIBLE BREAK-IN ATTEMPT!,reverse mapping checking getaddrinfo for 191-210-223-172.user.vivozap.com.br [191.210.223.172] failed - POSSIBLE BREAK-IN ATTEMPT!,"['191-210-223-172.user.vivozap.com.br', '191.210.223.172']"
E20,pam_unix(sshd:auth): authentication failure; logname= uid=<*> euid=<*> tty=ssh ruser= rhost=<*> user=<*>,pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=191.210.223.172  user=root,"['0', '0', '191.210.223.172', 'root']"
E9,Failed password for <*> from <*> port <*> ssh2,Failed password for root from 191.210.223.172 port 31473 ssh2,"['root', '191.210.223.172', '31473']"
E2,Connection closed by <*> [preauth],Connection closed by 191.210.223.172 [preauth],['191.210.223.172']
E3,Did not receive identification string from <*>,Did not receive identification string from 195.154.37.122,['195.154.37.122']
E27,reverse mapping checking getaddrinfo for <*> [<*>] failed - POSSIBLE BREAK-IN ATTEMPT!,reverse mapping checking getaddrinfo for 195-154-37-122.rev.poneytelecom.eu [195.154.37.122] failed - POSSIBLE BREAK-IN ATTEMPT!,"['195-154-37-122.rev.poneytelecom.eu', '195.154.37.122']"
E13,Invalid user <*> from <*>,Invalid user support from 195.154.37.122,"['support', '195.154.37.122']"
E12,input_userauth_request: invalid user <*> [preauth],input_userauth_request: invalid user support [preauth],['support']
E21,pam_unix(sshd:auth): check pass; user unknown,pam_unix(sshd:auth): check pass; user unknown,[]
E19,pam_unix(sshd:auth): authentication failure; logname= uid=<*> euid=<*> tty=ssh ruser= rhost=<*>,pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=195.154.37.122,"['0', '0', '195.154.37.122']"
E10,Failed password for invalid user <*> from <*> port <*> ssh2,Failed password for invalid user support from 195.154.37.122 port 56539 ssh2,"['support', '195.154.37.122', '56539']"
E6,error: Received disconnect from <*>: <*>: com.jcraft.jsch.JSchException: Auth fail [preauth],error: Received disconnect from 195.154.37.122: 3: com.jcraft.jsch.JSchException: Auth fail [preauth],"['195.154.37.122', '3']"
