EventId,EventTemplate,Content,ParameterList
E22,getTodayTotalDetailSteps = <*>##<*>##<*>##<*>##<*>##<*>, getTodayTotalDetailSteps = 1514038440000##7021##548365##8661##13596##27181971,[]
E58,setTodayTotalDetailSteps=<*>,setTodayTotalDetailSteps=1514038440000##7022##548365##8661##13691##27182468,['1514038440000##7022##548365##8661##13691##27182468']
E4,calculateCaloriesWithCache totalCalories=<*>,calculateCaloriesWithCache totalCalories=127097,['127097']
E3,calculateAltitudeWithCache totalAltitude=<*>,calculateAltitudeWithCache totalAltitude=240,['240']
E47,REPORT : <*> <*> <*> <*>,REPORT : 7022 5013 150411 240,"['7022', '5013 150411 240']"
E42,onStandStepChanged <*>,onStandStepChanged 3595,['3595']
E39,onExtend:<*> <*> <*> <*>,onExtend:1514038539000 1 0 4,"['1514038539000', '1 0 4']"
E22,getTodayTotalDetailSteps = <*>##<*>##<*>##<*>##<*>##<*>, getTodayTotalDetailSteps = 1514038440000##7022##548365##8661##13691##27182468,[]
E58,setTodayTotalDetailSteps=<*>,setTodayTotalDetailSteps=1514038440000##7023##548365##8661##13786##27182973,['1514038440000##7023##548365##8661##13786##27182973']
E4,calculateCaloriesWithCache totalCalories=<*>,calculateCaloriesWithCache totalCalories=127118,['127118']
E3,calculateAltitudeWithCache totalAltitude=<*>,calculateAltitudeWithCache totalAltitude=240,['240']
E47,REPORT : <*> <*> <*> <*>,REPORT : 7023 5014 150432 240,"['7023', '5014 150432 240']"
E42,onStandStepChanged <*>,onStandStepChanged 3596,['3596']
E39,onExtend:<*> <*> <*> <*>,onExtend:1514038539000 1 0 4,"['1514038539000', '1 0 4']"
E22,getTodayTotalDetailSteps = <*>##<*>##<*>##<*>##<*>##<*>, getTodayTotalDetailSteps = 1514038440000##7023##548365##8661##13786##27182973,[]
E58,setTodayTotalDetailSteps=<*>,setTodayTotalDetailSteps=1514038440000##7024##548365##8661##13881##27183469,['1514038440000##7024##548365##8661##13881##27183469']
E4,calculateCaloriesWithCache totalCalories=<*>,calculateCaloriesWithCache totalCalories=127139,['127139']
E3,calculateAltitudeWithCache totalAltitude=<*>,calculateAltitudeWithCache totalAltitude=240,['240']
E47,REPORT : <*> <*> <*> <*>,REPORT : 7024 5015 150454 240,"['7024', '5015 150454 240']"
E42,onStandStepChanged <*>,onStandStepChanged 3597,['3597']
E39,onExtend:<*> <*> <*> <*>,onExtend:1514038540000 1 0 4,"['1514038540000', '1 0 4']"
E22,getTodayTotalDetailSteps = <*>##<*>##<*>##<*>##<*>##<*>, getTodayTotalDetailSteps = 1514038440000##7024##548365##8661##13881##27183469,[]
E58,setTodayTotalDetailSteps=<*>,setTodayTotalDetailSteps=1514038440000##7025##548365##8661##13976##27183974,['1514038440000##7025##548365##8661##13976##27183974']
E4,calculateCaloriesWithCache totalCalories=<*>,calculateCaloriesWithCache totalCalories=127161,['127161']
E3,calculateAltitudeWithCache totalAltitude=<*>,calculateAltitudeWithCache totalAltitude=240,['240']
E47,REPORT : <*> <*> <*> <*>,REPORT : 7025 5015 150475 240,"['7025', '5015 150475 240']"
E42,onStandStepChanged <*>,onStandStepChanged 3598,['3598']
E39,onExtend:<*> <*> <*> <*>,onExtend:1514038541000 1 0 4,"['1514038541000', '1 0 4']"
E22,getTodayTotalDetailSteps = <*>##<*>##<*>##<*>##<*>##<*>, getTodayTotalDetailSteps = 1514038440000##7025##548365##8661##13976##27183974,[]
E58,setTodayTotalDetailSteps=<*>,setTodayTotalDetailSteps=1514038440000##7026##548365##8661##14071##27184972,['1514038440000##7026##548365##8661##14071##27184972']
E4,calculateCaloriesWithCache totalCalories=<*>,calculateCaloriesWithCache totalCalories=127182,['127182']
E3,calculateAltitudeWithCache totalAltitude=<*>,calculateAltitudeWithCache totalAltitude=240,['240']
E47,REPORT : <*> <*> <*> <*>,REPORT : 7026 5016 150496 240,"['7026', '5016 150496 240']"
E42,onStandStepChanged <*>,onStandStepChanged 3599,['3599']
E39,onExtend:<*> <*> <*> <*>,onExtend:1514038541000 1 0 4,"['1514038541000', '1 0 4']"
E22,getTodayTotalDetailSteps = <*>##<*>##<*>##<*>##<*>##<*>, getTodayTotalDetailSteps = 1514038440000##7026##548365##8661##14071##27184972,[]
E58,setTodayTotalDetailSteps=<*>,setTodayTotalDetailSteps=1514038440000##7027##548365##8661##14166##27185467,['1514038440000##7027##548365##8661##14166##27185467']
E4,calculateCaloriesWithCache totalCalories=<*>,calculateCaloriesWithCache totalCalories=127204,['127204']
E3,calculateAltitudeWithCache totalAltitude=<*>,calculateAltitudeWithCache totalAltitude=240,['240']
E47,REPORT : <*> <*> <*> <*>,REPORT : 7027 5017 150518 240,"['7027', '5017 150518 240']"
E42,onStandStepChanged <*>,onStandStepChanged 3600,['3600']
E39,onExtend:<*> <*> <*> <*>,onExtend:1514038542000 1 0 4,"['1514038542000', '1 0 4']"
E22,getTodayTotalDetailSteps = <*>##<*>##<*>##<*>##<*>##<*>, getTodayTotalDetailSteps = 1514038440000##7027##548365##8661##14166##27185467,[]
E58,setTodayTotalDetailSteps=<*>,setTodayTotalDetailSteps=1514038440000##7028##548365##8661##14261##27185977,['1514038440000##7028##548365##8661##14261##27185977']
E4,calculateCaloriesWithCache totalCalories=<*>,calculateCaloriesWithCache totalCalories=127225,['127225']
E3,calculateAltitudeWithCache totalAltitude=<*>,calculateAltitudeWithCache totalAltitude=240,['240']
E47,REPORT : <*> <*> <*> <*>,REPORT : 7028 5017 150539 240,"['7028', '5017 150539 240']"
E42,onStandStepChanged <*>,onStandStepChanged 3601,['3601']
E39,onExtend:<*> <*> <*> <*>,onExtend:1514038542000 1 0 4,"['1514038542000', '1 0 4']"
E22,getTodayTotalDetailSteps = <*>##<*>##<*>##<*>##<*>##<*>, getTodayTotalDetailSteps = 1514038440000##7028##548365##8661##14261##27185977,[]
E58,setTodayTotalDetailSteps=<*>,setTodayTotalDetailSteps=1514038440000##7029##548365##8661##14356##27186469,['1514038440000##7029##548365##8661##14356##27186469']
E4,calculateCaloriesWithCache totalCalories=<*>,calculateCaloriesWithCache totalCalories=127246,['127246']
E3,calculateAltitudeWithCache totalAltitude=<*>,calculateAltitudeWithCache totalAltitude=240,['240']
E47,REPORT : <*> <*> <*> <*>,REPORT : 7029 5018 150561 240,"['7029', '5018 150561 240']"
E42,onStandStepChanged <*>,onStandStepChanged 3602,['3602']
E39,onExtend:<*> <*> <*> <*>,onExtend:1514038543000 1 0 4,"['1514038543000', '1 0 4']"
E22,getTodayTotalDetailSteps = <*>##<*>##<*>##<*>##<*>##<*>, getTodayTotalDetailSteps = 1514038440000##7029##548365##8661##14356##27186469,[]
E58,setTodayTotalDetailSteps=<*>,setTodayTotalDetailSteps=1514038440000##7030##548365##8661##14451##27187468,['1514038440000##7030##548365##8661##14451##27187468']
E4,calculateCaloriesWithCache totalCalories=<*>,calculateCaloriesWithCache totalCalories=127268,['127268']
E3,calculateAltitudeWithCache totalAltitude=<*>,calculateAltitudeWithCache totalAltitude=240,['240']
E47,REPORT : <*> <*> <*> <*>,REPORT : 7030 5019 150582 240,"['7030', '5019 150582 240']"
E42,onStandStepChanged <*>,onStandStepChanged 3603,['3603']
E39,onExtend:<*> <*> <*> <*>,onExtend:1514038544000 1 0 4,"['1514038544000', '1 0 4']"
E22,getTodayTotalDetailSteps = <*>##<*>##<*>##<*>##<*>##<*>, getTodayTotalDetailSteps = 1514038440000##7030##548365##8661##14451##27187468,[]
E58,setTodayTotalDetailSteps=<*>,setTodayTotalDetailSteps=1514038440000##7031##548365##8661##14546##27187968,['1514038440000##7031##548365##8661##14546##27187968']
E4,calculateCaloriesWithCache totalCalories=<*>,calculateCaloriesWithCache totalCalories=127289,['127289']
E3,calculateAltitudeWithCache totalAltitude=<*>,calculateAltitudeWithCache totalAltitude=240,['240']
E47,REPORT : <*> <*> <*> <*>,REPORT : 7031 5020 150604 240,"['7031', '5020 150604 240']"
E42,onStandStepChanged <*>,onStandStepChanged 3604,['3604']
E39,onExtend:<*> <*> <*> <*>,onExtend:1514038544000 1 0 4,"['1514038544000', '1 0 4']"
E22,getTodayTotalDetailSteps = <*>##<*>##<*>##<*>##<*>##<*>, getTodayTotalDetailSteps = 1514038440000##7031##548365##8661##14546##27187968,[]
E58,setTodayTotalDetailSteps=<*>,setTodayTotalDetailSteps=1514038440000##7032##548365##8661##14641##27188471,['1514038440000##7032##548365##8661##14641##27188471']
E4,calculateCaloriesWithCache totalCalories=<*>,calculateCaloriesWithCache totalCalories=127311,['127311']
E3,calculateAltitudeWithCache totalAltitude=<*>,calculateAltitudeWithCache totalAltitude=240,['240']
E47,REPORT : <*> <*> <*> <*>,REPORT : 7032 5020 150625 240,"['7032', '5020 150625 240']"
E42,onStandStepChanged <*>,onStandStepChanged 3605,['3605']
E39,onExtend:<*> <*> <*> <*>,onExtend:1514038545000 1 0 4,"['1514038545000', '1 0 4']"
E22,getTodayTotalDetailSteps = <*>##<*>##<*>##<*>##<*>##<*>, getTodayTotalDetailSteps = 1514038440000##7032##548365##8661##14641##27188471,[]
E58,setTodayTotalDetailSteps=<*>,setTodayTotalDetailSteps=1514038440000##7033##548365##8661##14736##27189469,['1514038440000##7033##548365##8661##14736##27189469']
E4,calculateCaloriesWithCache totalCalories=<*>,calculateCaloriesWithCache totalCalories=127332,['127332']
E3,calculateAltitudeWithCache totalAltitude=<*>,calculateAltitudeWithCache totalAltitude=240,['240']
E47,REPORT : <*> <*> <*> <*>,REPORT : 7033 5021 150646 240,"['7033', '5021 150646 240']"
E42,onStandStepChanged <*>,onStandStepChanged 3606,['3606']
E39,onExtend:<*> <*> <*> <*>,onExtend:1514038546000 1 0 4,"['1514038546000', '1 0 4']"
E22,getTodayTotalDetailSteps = <*>##<*>##<*>##<*>##<*>##<*>, getTodayTotalDetailSteps = 1514038440000##7033##548365##8661##14736##27189469,[]
E58,setTodayTotalDetailSteps=<*>,setTodayTotalDetailSteps=1514038440000##7034##548365##8661##14831##27189969,['1514038440000##7034##548365##8661##14831##27189969']
E4,calculateCaloriesWithCache totalCalories=<*>,calculateCaloriesWithCache totalCalories=127354,['127354']
E3,calculateAltitudeWithCache totalAltitude=<*>,calculateAltitudeWithCache totalAltitude=240,['240']
E47,REPORT : <*> <*> <*> <*>,REPORT : 7034 5022 150668 240,"['7034', '5022 150668 240']"
E42,onStandStepChanged <*>,onStandStepChanged 3607,['3607']
E39,onExtend:<*> <*> <*> <*>,onExtend:1514038546000 1 0 4,"['1514038546000', '1 0 4']"
E22,getTodayTotalDetailSteps = <*>##<*>##<*>##<*>##<*>##<*>, getTodayTotalDetailSteps = 1514038440000##7034##548365##8661##14831##27189969,[]
E58,setTodayTotalDetailSteps=<*>,setTodayTotalDetailSteps=1514038440000##7035##548365##8661##14926##27190469,['1514038440000##7035##548365##8661##14926##27190469']
E4,calculateCaloriesWithCache totalCalories=<*>,calculateCaloriesWithCache totalCalories=127375,['127375']
E3,calculateAltitudeWithCache totalAltitude=<*>,calculateAltitudeWithCache totalAltitude=240,['240']
E47,REPORT : <*> <*> <*> <*>,REPORT : 7035 5022 150689 240,"['7035', '5022 150689 240']"
E42,onStandStepChanged <*>,onStandStepChanged 3608,['3608']
E39,onExtend:<*> <*> <*> <*>,onExtend:1514038547000 1 0 4,"['1514038547000', '1 0 4']"
E22,getTodayTotalDetailSteps = <*>##<*>##<*>##<*>##<*>##<*>, getTodayTotalDetailSteps = 1514038440000##7035##548365##8661##14926##27190469,[]
E58,setTodayTotalDetailSteps=<*>,setTodayTotalDetailSteps=1514038440000##7036##548365##8661##15021##27190970,['1514038440000##7036##548365##8661##15021##27190970']
E4,calculateCaloriesWithCache totalCalories=<*>,calculateCaloriesWithCache totalCalories=127396,['127396']
E3,calculateAltitudeWithCache totalAltitude=<*>,calculateAltitudeWithCache totalAltitude=240,['240']
E47,REPORT : <*> <*> <*> <*>,REPORT : 7036 5023 150711 240,"['7036', '5023 150711 240']"
E42,onStandStepChanged <*>,onStandStepChanged 3609,['3609']
E39,onExtend:<*> <*> <*> <*>,onExtend:1514038548000 1 0 4,"['1514038548000', '1 0 4']"
E22,getTodayTotalDetailSteps = <*>##<*>##<*>##<*>##<*>##<*>, getTodayTotalDetailSteps = 1514038440000##7036##548365##8661##15021##27190970,[]
E58,setTodayTotalDetailSteps=<*>,setTodayTotalDetailSteps=1514038440000##7037##548365##8661##15116##27191969,['1514038440000##7037##548365##8661##15116##27191969']
E4,calculateCaloriesWithCache totalCalories=<*>,calculateCaloriesWithCache totalCalories=127418,['127418']
E3,calculateAltitudeWithCache totalAltitude=<*>,calculateAltitudeWithCache totalAltitude=240,['240']
E47,REPORT : <*> <*> <*> <*>,REPORT : 7037 5024 150732 240,"['7037', '5024 150732 240']"
E42,onStandStepChanged <*>,onStandStepChanged 3610,['3610']
E39,onExtend:<*> <*> <*> <*>,onExtend:1514038548000 1 0 4,"['1514038548000', '1 0 4']"
E22,getTodayTotalDetailSteps = <*>##<*>##<*>##<*>##<*>##<*>, getTodayTotalDetailSteps = 1514038440000##7037##548365##8661##15116##27191969,[]
E58,setTodayTotalDetailSteps=<*>,setTodayTotalDetailSteps=1514038440000##7038##548365##8661##15211##27192478,['1514038440000##7038##548365##8661##15211##27192478']
E4,calculateCaloriesWithCache totalCalories=<*>,calculateCaloriesWithCache totalCalories=127439,['127439']
E3,calculateAltitudeWithCache totalAltitude=<*>,calculateAltitudeWithCache totalAltitude=240,['240']
E47,REPORT : <*> <*> <*> <*>,REPORT : 7038 5025 150753 240,"['7038', '5025 150753 240']"
E42,onStandStepChanged <*>,onStandStepChanged 3611,['3611']
E39,onExtend:<*> <*> <*> <*>,onExtend:1514038549000 1 0 4,"['1514038549000', '1 0 4']"
E22,getTodayTotalDetailSteps = <*>##<*>##<*>##<*>##<*>##<*>, getTodayTotalDetailSteps = 1514038440000##7038##548365##8661##15211##27192478,[]
E58,setTodayTotalDetailSteps=<*>,setTodayTotalDetailSteps=1514038440000##7039##548365##8661##15306##27192971,['1514038440000##7039##548365##8661##15306##27192971']
E4,calculateCaloriesWithCache totalCalories=<*>,calculateCaloriesWithCache totalCalories=127461,['127461']
E3,calculateAltitudeWithCache totalAltitude=<*>,calculateAltitudeWithCache totalAltitude=240,['240']
E47,REPORT : <*> <*> <*> <*>,REPORT : 7039 5025 150775 240,"['7039', '5025 150775 240']"
E42,onStandStepChanged <*>,onStandStepChanged 3612,['3612']
E39,onExtend:<*> <*> <*> <*>,onExtend:1514038550000 1 0 4,"['1514038550000', '1 0 4']"
E22,getTodayTotalDetailSteps = <*>##<*>##<*>##<*>##<*>##<*>, getTodayTotalDetailSteps = 1514038440000##7039##548365##8661##15306##27192971,[]
E58,setTodayTotalDetailSteps=<*>,setTodayTotalDetailSteps=1514038440000##7040##548365##8661##15401##27193971,['1514038440000##7040##548365##8661##15401##27193971']
E4,calculateCaloriesWithCache totalCalories=<*>,calculateCaloriesWithCache totalCalories=127482,['127482']
E3,calculateAltitudeWithCache totalAltitude=<*>,calculateAltitudeWithCache totalAltitude=240,['240']
